Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
0.90581, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FIN
0.43867, 2060-2079, bcc_csm1_1, Annual Anomaly, FIN
0.20145, 2060-2079, bnu_esm, Annual Anomaly, FIN
0.67307, 2060-2079, canesm2, Annual Anomaly, FIN
0.11558, 2060-2079, ccsm4, Annual Anomaly, FIN
-0.1394, 2060-2079, cesm1_bgc, Annual Anomaly, FIN
-0.1821, 2060-2079, cesm1_cam5, Annual Anomaly, FIN
1.69205, 2060-2079, cmcc_cesm, Annual Anomaly, FIN
0.71971, 2060-2079, cmcc_cm, Annual Anomaly, FIN
1.14885, 2060-2079, cmcc_cms, Annual Anomaly, FIN
0.26761, 2060-2079, cnrm_cm5, Annual Anomaly, FIN
1.13784, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FIN
1.50849, 2060-2079, gfdl_cm3, Annual Anomaly, FIN
0.46895, 2060-2079, gfdl_esm2g, Annual Anomaly, FIN
1.15606, 2060-2079, gfdl_esm2m, Annual Anomaly, FIN
1.02239, 2060-2079, inmcm4, Annual Anomaly, FIN
0.37931, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FIN
0.1932, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FIN
0.08322, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, FIN
-0.6489, 2060-2079, miroc5, Annual Anomaly, FIN
0.4693, 2060-2079, miroc_esm_chem, Annual Anomaly, FIN
0.27741, 2060-2079, miroc_esm, Annual Anomaly, FIN
1.07297, 2060-2079, mpi_esm_mr, Annual Anomaly, FIN
1.71017, 2060-2079, mri_cgcm3, Annual Anomaly, FIN
0.55449, 2060-2079, mri_esm1, Annual Anomaly, FIN
-0.6458, 2060-2079, noresm1_m, Annual Anomaly, FIN
0.6724, 2060-2079, access1_3, Annual Anomaly, GAB
-0.8369, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GAB
-0.998, 2060-2079, bcc_csm1_1, Annual Anomaly, GAB
0.27532, 2060-2079, bnu_esm, Annual Anomaly, GAB
-2.618, 2060-2079, canesm2, Annual Anomaly, GAB
0.57359, 2060-2079, ccsm4, Annual Anomaly, GAB
0.30088, 2060-2079, cesm1_bgc, Annual Anomaly, GAB
0.38326, 2060-2079, cesm1_cam5, Annual Anomaly, GAB
-0.2598, 2060-2079, cmcc_cesm, Annual Anomaly, GAB
0.10784, 2060-2079, cmcc_cm, Annual Anomaly, GAB
0.22839, 2060-2079, cmcc_cms, Annual Anomaly, GAB
0.58539, 2060-2079, cnrm_cm5, Annual Anomaly, GAB
0.56922, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GAB
0.20905, 2060-2079, gfdl_cm3, Annual Anomaly, GAB
0.05446, 2060-2079, gfdl_esm2g, Annual Anomaly, GAB
0.35849, 2060-2079, gfdl_esm2m, Annual Anomaly, GAB
-0.6819, 2060-2079, inmcm4, Annual Anomaly, GAB
1.22001, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GAB
1.05146, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GAB
0.29336, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GAB
1.71727, 2060-2079, miroc5, Annual Anomaly, GAB
0.33353, 2060-2079, miroc_esm_chem, Annual Anomaly, GAB
0.49152, 2060-2079, miroc_esm, Annual Anomaly, GAB
0.21897, 2060-2079, mpi_esm_mr, Annual Anomaly, GAB
0.8498, 2060-2079, mri_cgcm3, Annual Anomaly, GAB
0.35202, 2060-2079, mri_esm1, Annual Anomaly, GAB
0.7614, 2060-2079, noresm1_m, Annual Anomaly, GAB
-1.8676, 2060-2079, access1_3, Annual Anomaly, GRC
-1.9517, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GRC
-1.8452, 2060-2079, bcc_csm1_1, Annual Anomaly, GRC
-2.2094, 2060-2079, bnu_esm, Annual Anomaly, GRC
-1.5684, 2060-2079, canesm2, Annual Anomaly, GRC
-1.9679, 2060-2079, ccsm4, Annual Anomaly, GRC
-1.708, 2060-2079, cesm1_bgc, Annual Anomaly, GRC
-1.257, 2060-2079, cesm1_cam5, Annual Anomaly, GRC
-2.3185, 2060-2079, cmcc_cesm, Annual Anomaly, GRC
-1.1682, 2060-2079, cmcc_cm, Annual Anomaly, GRC
-1.8678, 2060-2079, cmcc_cms, Annual Anomaly, GRC
-0.9418, 2060-2079, cnrm_cm5, Annual Anomaly, GRC
-2.1769, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GRC
-3.0424, 2060-2079, gfdl_cm3, Annual Anomaly, GRC
-1.1446, 2060-2079, gfdl_esm2g, Annual Anomaly, GRC
-1.7702, 2060-2079, gfdl_esm2m, Annual Anomaly, GRC
-2.011, 2060-2079, inmcm4, Annual Anomaly, GRC
-2.2229, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GRC
-2.5147, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GRC
-1.4725, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GRC
-1.559, 2060-2079, miroc5, Annual Anomaly, GRC
-2.1454, 2060-2079, miroc_esm_chem, Annual Anomaly, GRC
-3.2936, 2060-2079, miroc_esm, Annual Anomaly, GRC
-1.5673, 2060-2079, mpi_esm_mr, Annual Anomaly, GRC
-0.7232, 2060-2079, mri_cgcm3, Annual Anomaly, GRC
-0.9484, 2060-2079, mri_esm1, Annual Anomaly, GRC
-1.2431, 2060-2079, noresm1_m, Annual Anomaly, GRC
0.05265, 2060-2079, access1_3, Annual Anomaly, GRL
1.11257, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GRL
1.20019, 2060-2079, bcc_csm1_1, Annual Anomaly, GRL
0.96714, 2060-2079, bnu_esm, Annual Anomaly, GRL
0.61568, 2060-2079, canesm2, Annual Anomaly, GRL
0.66263, 2060-2079, ccsm4, Annual Anomaly, GRL
0.66207, 2060-2079, cesm1_bgc, Annual Anomaly, GRL
-0.0164, 2060-2079, cesm1_cam5, Annual Anomaly, GRL
0.36957, 2060-2079, cmcc_cesm, Annual Anomaly, GRL
-0.3955, 2060-2079, cmcc_cm, Annual Anomaly, GRL
-0.2637, 2060-2079, cmcc_cms, Annual Anomaly, GRL
-0.1048, 2060-2079, cnrm_cm5, Annual Anomaly, GRL
0.39542, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GRL
0.60383, 2060-2079, gfdl_cm3, Annual Anomaly, GRL
-0.0683, 2060-2079, gfdl_esm2g, Annual Anomaly, GRL
-0.46, 2060-2079, gfdl_esm2m, Annual Anomaly, GRL
0.49014, 2060-2079, inmcm4, Annual Anomaly, GRL
-0.0881, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GRL
0.14003, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GRL
-0.0653, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GRL
0.43325, 2060-2079, miroc5, Annual Anomaly, GRL
1.39131, 2060-2079, miroc_esm_chem, Annual Anomaly, GRL
1.4895, 2060-2079, miroc_esm, Annual Anomaly, GRL
0.14175, 2060-2079, mpi_esm_mr, Annual Anomaly, GRL
0.31766, 2060-2079, mri_cgcm3, Annual Anomaly, GRL
0.06301, 2060-2079, mri_esm1, Annual Anomaly, GRL
0.5321, 2060-2079, noresm1_m, Annual Anomaly, GRL
-1.5129, 2060-2079, access1_3, Annual Anomaly, GRD
-0.8705, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GRD
-1.1153, 2060-2079, bcc_csm1_1, Annual Anomaly, GRD
-0.0159, 2060-2079, bnu_esm, Annual Anomaly, GRD
-2.9462, 2060-2079, canesm2, Annual Anomaly, GRD
-2.2007, 2060-2079, ccsm4, Annual Anomaly, GRD
-2.69, 2060-2079, cesm1_bgc, Annual Anomaly, GRD
-2.766, 2060-2079, cesm1_cam5, Annual Anomaly, GRD
-1.2097, 2060-2079, cmcc_cesm, Annual Anomaly, GRD
-1.3377, 2060-2079, cmcc_cm, Annual Anomaly, GRD
-1.9939, 2060-2079, cmcc_cms, Annual Anomaly, GRD
-0.7966, 2060-2079, cnrm_cm5, Annual Anomaly, GRD
0.14598, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GRD
-0.581, 2060-2079, gfdl_cm3, Annual Anomaly, GRD
-0.3725, 2060-2079, gfdl_esm2g, Annual Anomaly, GRD
-0.0079, 2060-2079, gfdl_esm2m, Annual Anomaly, GRD
-2.4505, 2060-2079, inmcm4, Annual Anomaly, GRD
-2.136, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GRD
-2.2192, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GRD
0.07515, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GRD
-1.2347, 2060-2079, miroc5, Annual Anomaly, GRD
-0.9423, 2060-2079, miroc_esm_chem, Annual Anomaly, GRD
-0.2353, 2060-2079, miroc_esm, Annual Anomaly, GRD
-1.7233, 2060-2079, mpi_esm_mr, Annual Anomaly, GRD
0.08105, 2060-2079, mri_cgcm3, Annual Anomaly, GRD
0.02251, 2060-2079, mri_esm1, Annual Anomaly, GRD
-1.4316, 2060-2079, noresm1_m, Annual Anomaly, GRD
-2.2184, 2060-2079, access1_3, Annual Anomaly, GTM
-1.4595, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GTM
-0.8166, 2060-2079, bcc_csm1_1, Annual Anomaly, GTM
-1.4558, 2060-2079, bnu_esm, Annual Anomaly, GTM
-2.28, 2060-2079, canesm2, Annual Anomaly, GTM
-2.1566, 2060-2079, ccsm4, Annual Anomaly, GTM
-2.1222, 2060-2079, cesm1_bgc, Annual Anomaly, GTM
-1.5805, 2060-2079, cesm1_cam5, Annual Anomaly, GTM
-0.2224, 2060-2079, cmcc_cesm, Annual Anomaly, GTM
-0.3181, 2060-2079, cmcc_cm, Annual Anomaly, GTM
-1.0673, 2060-2079, cmcc_cms, Annual Anomaly, GTM
-0.209, 2060-2079, cnrm_cm5, Annual Anomaly, GTM
-0.9421, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GTM
-0.3618, 2060-2079, gfdl_cm3, Annual Anomaly, GTM
0.00802, 2060-2079, gfdl_esm2g, Annual Anomaly, GTM
0.07429, 2060-2079, gfdl_esm2m, Annual Anomaly, GTM
-2.2431, 2060-2079, inmcm4, Annual Anomaly, GTM
-1.5713, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GTM
-2.4252, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GTM
-1.251, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GTM
-0.1426, 2060-2079, miroc5, Annual Anomaly, GTM
-0.5109, 2060-2079, miroc_esm_chem, Annual Anomaly, GTM
0.004, 2060-2079, miroc_esm, Annual Anomaly, GTM
-0.5771, 2060-2079, mpi_esm_mr, Annual Anomaly, GTM
0.0884, 2060-2079, mri_cgcm3, Annual Anomaly, GTM
-0.6504, 2060-2079, mri_esm1, Annual Anomaly, GTM
-1.8002, 2060-2079, noresm1_m, Annual Anomaly, GTM
-1.3599, 2060-2079, access1_3, Annual Anomaly, GNB
-1.5054, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GNB
-0.4141, 2060-2079, bcc_csm1_1, Annual Anomaly, GNB
-0.0539, 2060-2079, bnu_esm, Annual Anomaly, GNB
-3.1702, 2060-2079, canesm2, Annual Anomaly, GNB
-1.1462, 2060-2079, ccsm4, Annual Anomaly, GNB
-1.6871, 2060-2079, cesm1_bgc, Annual Anomaly, GNB
-0.7428, 2060-2079, cesm1_cam5, Annual Anomaly, GNB
-1.3334, 2060-2079, cmcc_cesm, Annual Anomaly, GNB
-1.5936, 2060-2079, cmcc_cm, Annual Anomaly, GNB
-1.0514, 2060-2079, cmcc_cms, Annual Anomaly, GNB
-0.515, 2060-2079, cnrm_cm5, Annual Anomaly, GNB
-1.0448, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GNB
0.50993, 2060-2079, gfdl_cm3, Annual Anomaly, GNB
0.79679, 2060-2079, gfdl_esm2g, Annual Anomaly, GNB
0.54413, 2060-2079, gfdl_esm2m, Annual Anomaly, GNB
0.25508, 2060-2079, inmcm4, Annual Anomaly, GNB
-1.6478, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GNB
-1.8516, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GNB
-0.0011, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GNB
-1.435, 2060-2079, miroc5, Annual Anomaly, GNB
1.78851, 2060-2079, miroc_esm_chem, Annual Anomaly, GNB
1.57654, 2060-2079, miroc_esm, Annual Anomaly, GNB
-2.2755, 2060-2079, mpi_esm_mr, Annual Anomaly, GNB
-2.0295, 2060-2079, mri_cgcm3, Annual Anomaly, GNB
-1.3199, 2060-2079, mri_esm1, Annual Anomaly, GNB
-0.9807, 2060-2079, noresm1_m, Annual Anomaly, GNB
-2.9457, 2060-2079, access1_3, Annual Anomaly, HND
-1.2664, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HND
-0.6032, 2060-2079, bcc_csm1_1, Annual Anomaly, HND
-1.4258, 2060-2079, bnu_esm, Annual Anomaly, HND
-1.529, 2060-2079, canesm2, Annual Anomaly, HND
-1.9843, 2060-2079, ccsm4, Annual Anomaly, HND
-2.889, 2060-2079, cesm1_bgc, Annual Anomaly, HND
-0.8479, 2060-2079, cesm1_cam5, Annual Anomaly, HND
-0.9751, 2060-2079, cmcc_cesm, Annual Anomaly, HND
-0.0979, 2060-2079, cmcc_cm, Annual Anomaly, HND
-1.2848, 2060-2079, cmcc_cms, Annual Anomaly, HND
-0.2281, 2060-2079, cnrm_cm5, Annual Anomaly, HND
-0.6289, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HND
-0.5294, 2060-2079, gfdl_cm3, Annual Anomaly, HND
-0.1935, 2060-2079, gfdl_esm2g, Annual Anomaly, HND
0.00943, 2060-2079, gfdl_esm2m, Annual Anomaly, HND
-1.5297, 2060-2079, inmcm4, Annual Anomaly, HND
-2.1329, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HND
-2.0107, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HND
-0.869, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, HND
-0.2321, 2060-2079, miroc5, Annual Anomaly, HND
-0.8671, 2060-2079, miroc_esm_chem, Annual Anomaly, HND
-0.5298, 2060-2079, miroc_esm, Annual Anomaly, HND
-0.7207, 2060-2079, mpi_esm_mr, Annual Anomaly, HND
0.54843, 2060-2079, mri_cgcm3, Annual Anomaly, HND
-0.7204, 2060-2079, mri_esm1, Annual Anomaly, HND
-1.9295, 2060-2079, noresm1_m, Annual Anomaly, HND
-1.4026, 2060-2079, access1_3, Annual Anomaly, HUN
-1.4201, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HUN
-1.0626, 2060-2079, bcc_csm1_1, Annual Anomaly, HUN
-0.755, 2060-2079, bnu_esm, Annual Anomaly, HUN
-0.74, 2060-2079, canesm2, Annual Anomaly, HUN
-1.404, 2060-2079, ccsm4, Annual Anomaly, HUN
-1.6617, 2060-2079, cesm1_bgc, Annual Anomaly, HUN
-1.2473, 2060-2079, cesm1_cam5, Annual Anomaly, HUN
-0.1506, 2060-2079, cmcc_cesm, Annual Anomaly, HUN
-0.8564, 2060-2079, cmcc_cm, Annual Anomaly, HUN
-0.7751, 2060-2079, cmcc_cms, Annual Anomaly, HUN
0.24489, 2060-2079, cnrm_cm5, Annual Anomaly, HUN
-2.2256, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HUN
-2.7148, 2060-2079, gfdl_cm3, Annual Anomaly, HUN
-0.4102, 2060-2079, gfdl_esm2g, Annual Anomaly, HUN
-0.6825, 2060-2079, gfdl_esm2m, Annual Anomaly, HUN
-1.5205, 2060-2079, inmcm4, Annual Anomaly, HUN
-1.2964, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HUN
-1.769, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HUN
-0.5081, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, HUN
-1.4801, 2060-2079, miroc5, Annual Anomaly, HUN
-0.7273, 2060-2079, miroc_esm_chem, Annual Anomaly, HUN
-1.0378, 2060-2079, miroc_esm, Annual Anomaly, HUN
-1.1764, 2060-2079, mpi_esm_mr, Annual Anomaly, HUN
0.36275, 2060-2079, mri_cgcm3, Annual Anomaly, HUN
0.60321, 2060-2079, mri_esm1, Annual Anomaly, HUN
-1.1256, 2060-2079, noresm1_m, Annual Anomaly, HUN
-0.4107, 2060-2079, access1_3, Annual Anomaly, IDN
-0.4547, 2060-2079, bcc_csm1_1_m, Annual Anomaly, IDN
-0.1416, 2060-2079, bcc_csm1_1, Annual Anomaly, IDN
-0.5462, 2060-2079, bnu_esm, Annual Anomaly, IDN
-0.0517, 2060-2079, canesm2, Annual Anomaly, IDN
0.50563, 2060-2079, ccsm4, Annual Anomaly, IDN
0.57899, 2060-2079, cesm1_bgc, Annual Anomaly, IDN
0.26264, 2060-2079, cesm1_cam5, Annual Anomaly, IDN
0.24445, 2060-2079, cmcc_cesm, Annual Anomaly, IDN
1.10962, 2060-2079, cmcc_cm, Annual Anomaly, IDN
0.19941, 2060-2079, cmcc_cms, Annual Anomaly, IDN
0.25101, 2060-2079, cnrm_cm5, Annual Anomaly, IDN
-0.4117, 2060-2079, csiro_mk3_6_0, Annual Anomaly, IDN
0.16742, 2060-2079, gfdl_cm3, Annual Anomaly, IDN
0.36663, 2060-2079, gfdl_esm2g, Annual Anomaly, IDN
0.21295, 2060-2079, gfdl_esm2m, Annual Anomaly, IDN
0.6723, 2060-2079, inmcm4, Annual Anomaly, IDN
1.61765, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, IDN
1.0128, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, IDN
0.01819, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, IDN
1.29149, 2060-2079, miroc5, Annual Anomaly, IDN
1.21752, 2060-2079, miroc_esm_chem, Annual Anomaly, IDN
1.0883, 2060-2079, miroc_esm, Annual Anomaly, IDN
0.54128, 2060-2079, mpi_esm_mr, Annual Anomaly, IDN
0.35532, 2060-2079, mri_cgcm3, Annual Anomaly, IDN
0.38235, 2060-2079, mri_esm1, Annual Anomaly, IDN
0.60109, 2060-2079, noresm1_m, Annual Anomaly, IDN
-1.1051, 2060-2079, access1_3, Annual Anomaly, IRQ
-1.6847, 2060-2079, bcc_csm1_1_m, Annual Anomaly, IRQ
-2.6904, 2060-2079, bcc_csm1_1, Annual Anomaly, IRQ
-1.3404, 2060-2079, bnu_esm, Annual Anomaly, IRQ
-2.2981, 2060-2079, canesm2, Annual Anomaly, IRQ
-1.4107, 2060-2079, ccsm4, Annual Anomaly, IRQ
-1.5006, 2060-2079, cesm1_bgc, Annual Anomaly, IRQ
-1.1161, 2060-2079, cesm1_cam5, Annual Anomaly, IRQ
-3.165, 2060-2079, cmcc_cesm, Annual Anomaly, IRQ
-2.5748, 2060-2079, cmcc_cm, Annual Anomaly, IRQ
-2.6056, 2060-2079, cmcc_cms, Annual Anomaly, IRQ
-1.9068, 2060-2079, cnrm_cm5, Annual Anomaly, IRQ
-2.192, 2060-2079, csiro_mk3_6_0, Annual Anomaly, IRQ
-2.5999, 2060-2079, gfdl_cm3, Annual Anomaly, IRQ
-2.9357, 2060-2079, gfdl_esm2g, Annual Anomaly, IRQ
-1.7869, 2060-2079, gfdl_esm2m, Annual Anomaly, IRQ
-1.2613, 2060-2079, inmcm4, Annual Anomaly, IRQ
-3.1116, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, IRQ
-3.7009, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, IRQ
-2.1292, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, IRQ
-2.24, 2060-2079, miroc5, Annual Anomaly, IRQ
-2.0149, 2060-2079, miroc_esm_chem, Annual Anomaly, IRQ
-2.4521, 2060-2079, miroc_esm, Annual Anomaly, IRQ
-2.3802, 2060-2079, mpi_esm_mr, Annual Anomaly, IRQ
-1.7337, 2060-2079, mri_cgcm3, Annual Anomaly, IRQ
-1.4467, 2060-2079, mri_esm1, Annual Anomaly, IRQ
-1.7049, 2060-2079, noresm1_m, Annual Anomaly, IRQ
-2.4974, 2060-2079, access1_3, Annual Anomaly, ISR
-3.2968, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ISR
-2.5238, 2060-2079, bcc_csm1_1, Annual Anomaly, ISR
-1.7283, 2060-2079, bnu_esm, Annual Anomaly, ISR
-2.9406, 2060-2079, canesm2, Annual Anomaly, ISR
-2.2685, 2060-2079, ccsm4, Annual Anomaly, ISR
-2.6521, 2060-2079, cesm1_bgc, Annual Anomaly, ISR
-1.1894, 2060-2079, cesm1_cam5, Annual Anomaly, ISR
-2.273, 2060-2079, cmcc_cesm, Annual Anomaly, ISR
-3.7816, 2060-2079, cmcc_cm, Annual Anomaly, ISR
-2.3833, 2060-2079, cmcc_cms, Annual Anomaly, ISR
-1.6437, 2060-2079, cnrm_cm5, Annual Anomaly, ISR
-1.8185, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ISR
-1.2385, 2060-2079, gfdl_cm3, Annual Anomaly, ISR
-2.5745, 2060-2079, gfdl_esm2g, Annual Anomaly, ISR
-2.084, 2060-2079, gfdl_esm2m, Annual Anomaly, ISR
-1.6194, 2060-2079, inmcm4, Annual Anomaly, ISR
-3.6836, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ISR
-0.9135, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ISR
-2.7017, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ISR
-1.3605, 2060-2079, miroc5, Annual Anomaly, ISR
-2.17, 2060-2079, miroc_esm_chem, Annual Anomaly, ISR
-3.4829, 2060-2079, miroc_esm, Annual Anomaly, ISR
-2.6624, 2060-2079, mpi_esm_mr, Annual Anomaly, ISR
-1.8056, 2060-2079, mri_cgcm3, Annual Anomaly, ISR
-2.0462, 2060-2079, mri_esm1, Annual Anomaly, ISR
-2.3555, 2060-2079, noresm1_m, Annual Anomaly, ISR
-1.4034, 2060-2079, access1_3, Annual Anomaly, ITA
-1.5813, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ITA
-1.2517, 2060-2079, bcc_csm1_1, Annual Anomaly, ITA
-1.1471, 2060-2079, bnu_esm, Annual Anomaly, ITA
-1.1274, 2060-2079, canesm2, Annual Anomaly, ITA
-1.6006, 2060-2079, ccsm4, Annual Anomaly, ITA
-1.7454, 2060-2079, cesm1_bgc, Annual Anomaly, ITA
-0.995, 2060-2079, cesm1_cam5, Annual Anomaly, ITA
-0.8172, 2060-2079, cmcc_cesm, Annual Anomaly, ITA
-1.1025, 2060-2079, cmcc_cm, Annual Anomaly, ITA
-1.6566, 2060-2079, cmcc_cms, Annual Anomaly, ITA
0.25141, 2060-2079, cnrm_cm5, Annual Anomaly, ITA
-1.6844, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ITA
-2.7612, 2060-2079, gfdl_cm3, Annual Anomaly, ITA
-0.6813, 2060-2079, gfdl_esm2g, Annual Anomaly, ITA
-0.9719, 2060-2079, gfdl_esm2m, Annual Anomaly, ITA
-1.5986, 2060-2079, inmcm4, Annual Anomaly, ITA
-1.607, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ITA
-1.4775, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ITA
-1.3242, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ITA
-1.3544, 2060-2079, miroc5, Annual Anomaly, ITA
-0.5637, 2060-2079, miroc_esm_chem, Annual Anomaly, ITA
-1.3552, 2060-2079, miroc_esm, Annual Anomaly, ITA
-1.5658, 2060-2079, mpi_esm_mr, Annual Anomaly, ITA
-0.2167, 2060-2079, mri_cgcm3, Annual Anomaly, ITA
-0.3376, 2060-2079, mri_esm1, Annual Anomaly, ITA
-1.2524, 2060-2079, noresm1_m, Annual Anomaly, ITA
-2.1585, 2060-2079, access1_3, Annual Anomaly, JOR
-3.5557, 2060-2079, bcc_csm1_1_m, Annual Anomaly, JOR
-2.6668, 2060-2079, bcc_csm1_1, Annual Anomaly, JOR
-1.6917, 2060-2079, bnu_esm, Annual Anomaly, JOR
-2.8551, 2060-2079, canesm2, Annual Anomaly, JOR
-2.2439, 2060-2079, ccsm4, Annual Anomaly, JOR
-1.8112, 2060-2079, cesm1_bgc, Annual Anomaly, JOR
-1.3594, 2060-2079, cesm1_cam5, Annual Anomaly, JOR
-2.4999, 2060-2079, cmcc_cesm, Annual Anomaly, JOR
-3.3802, 2060-2079, cmcc_cm, Annual Anomaly, JOR
-2.3483, 2060-2079, cmcc_cms, Annual Anomaly, JOR
-1.9628, 2060-2079, cnrm_cm5, Annual Anomaly, JOR
-1.9948, 2060-2079, csiro_mk3_6_0, Annual Anomaly, JOR
-1.2828, 2060-2079, gfdl_cm3, Annual Anomaly, JOR
-3.0225, 2060-2079, gfdl_esm2g, Annual Anomaly, JOR
-2.1094, 2060-2079, gfdl_esm2m, Annual Anomaly, JOR
-1.7567, 2060-2079, inmcm4, Annual Anomaly, JOR
-3.6772, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, JOR
-3.0697, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, JOR
-2.6253, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, JOR
-0.6151, 2060-2079, miroc5, Annual Anomaly, JOR
-2.1486, 2060-2079, miroc_esm_chem, Annual Anomaly, JOR
-3.3623, 2060-2079, miroc_esm, Annual Anomaly, JOR
-3.2644, 2060-2079, mpi_esm_mr, Annual Anomaly, JOR
-2.1792, 2060-2079, mri_cgcm3, Annual Anomaly, JOR
-2.6723, 2060-2079, mri_esm1, Annual Anomaly, JOR
-2.4843, 2060-2079, noresm1_m, Annual Anomaly, JOR
0.68457, 2060-2079, access1_3, Annual Anomaly, KEN
0.58083, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KEN
0.13809, 2060-2079, bcc_csm1_1, Annual Anomaly, KEN
1.00328, 2060-2079, bnu_esm, Annual Anomaly, KEN
1.71302, 2060-2079, canesm2, Annual Anomaly, KEN
0.21115, 2060-2079, ccsm4, Annual Anomaly, KEN
0.35698, 2060-2079, cesm1_bgc, Annual Anomaly, KEN
0.33091, 2060-2079, cesm1_cam5, Annual Anomaly, KEN
-0.3089, 2060-2079, cmcc_cesm, Annual Anomaly, KEN
-0.3458, 2060-2079, cmcc_cm, Annual Anomaly, KEN
-0.4834, 2060-2079, cmcc_cms, Annual Anomaly, KEN
0.72396, 2060-2079, cnrm_cm5, Annual Anomaly, KEN
0.34595, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KEN
-0.2065, 2060-2079, gfdl_cm3, Annual Anomaly, KEN
-0.9605, 2060-2079, gfdl_esm2g, Annual Anomaly, KEN
-0.2066, 2060-2079, gfdl_esm2m, Annual Anomaly, KEN
0.52226, 2060-2079, inmcm4, Annual Anomaly, KEN
1.37196, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KEN
0.02414, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KEN
-0.1056, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, KEN
-0.8841, 2060-2079, miroc5, Annual Anomaly, KEN
0.78785, 2060-2079, miroc_esm_chem, Annual Anomaly, KEN
1.56469, 2060-2079, miroc_esm, Annual Anomaly, KEN
-0.3225, 2060-2079, mpi_esm_mr, Annual Anomaly, KEN
-0.1216, 2060-2079, mri_cgcm3, Annual Anomaly, KEN
0.26346, 2060-2079, mri_esm1, Annual Anomaly, KEN
-0.1744, 2060-2079, noresm1_m, Annual Anomaly, KEN
-0.1617, 2060-2079, access1_3, Annual Anomaly, PRK
