Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
-4.1100636, 2040-2059, fio_esm, Mar Anomaly, Afghanistan, AFG
-8.092651, 2040-2059, fio_esm, Apr Anomaly, Afghanistan, AFG
-4.9242625, 2040-2059, fio_esm, May Anomaly, Afghanistan, AFG
1.2321529, 2040-2059, fio_esm, Jun Anomaly, Afghanistan, AFG
0.20921297, 2040-2059, fio_esm, Jul Anomaly, Afghanistan, AFG
-9.131244, 2040-2059, fio_esm, Aug Anomaly, Afghanistan, AFG
-6.6502924, 2040-2059, fio_esm, Sep Anomaly, Afghanistan, AFG
3.25008, 2040-2059, fio_esm, Oct Anomaly, Afghanistan, AFG
-7.1093535, 2040-2059, fio_esm, Nov Anomaly, Afghanistan, AFG
-11.873183, 2040-2059, fio_esm, Dec Anomaly, Afghanistan, AFG
-1.2006247, 2040-2059, gfdl_cm3, Jan Anomaly, Afghanistan, AFG
-10.80385, 2040-2059, gfdl_cm3, Feb Anomaly, Afghanistan, AFG
-4.32964, 2040-2059, gfdl_cm3, Mar Anomaly, Afghanistan, AFG
-2.952003, 2040-2059, gfdl_cm3, Apr Anomaly, Afghanistan, AFG
0.9726805, 2040-2059, gfdl_cm3, May Anomaly, Afghanistan, AFG
1.7130822, 2040-2059, gfdl_cm3, Jun Anomaly, Afghanistan, AFG
0.12058083, 2040-2059, gfdl_cm3, Jul Anomaly, Afghanistan, AFG
1.701762, 2040-2059, gfdl_cm3, Aug Anomaly, Afghanistan, AFG
-2.944771, 2040-2059, gfdl_cm3, Sep Anomaly, Afghanistan, AFG
-6.35277, 2040-2059, gfdl_cm3, Oct Anomaly, Afghanistan, AFG
1.4880735, 2040-2059, gfdl_cm3, Nov Anomaly, Afghanistan, AFG
-1.9458786, 2040-2059, gfdl_cm3, Dec Anomaly, Afghanistan, AFG
4.604063, 2040-2059, gfdl_esm2m, Jan Anomaly, Afghanistan, AFG
-0.80257106, 2040-2059, gfdl_esm2m, Feb Anomaly, Afghanistan, AFG
3.016286, 2040-2059, gfdl_esm2m, Mar Anomaly, Afghanistan, AFG
15.120542, 2040-2059, gfdl_esm2m, Apr Anomaly, Afghanistan, AFG
1.8370872, 2040-2059, gfdl_esm2m, May Anomaly, Afghanistan, AFG
-0.81989056, 2040-2059, gfdl_esm2m, Jun Anomaly, Afghanistan, AFG
-1.5941286, 2040-2059, gfdl_esm2m, Jul Anomaly, Afghanistan, AFG
-1.0591483, 2040-2059, gfdl_esm2m, Aug Anomaly, Afghanistan, AFG
-5.9579473, 2040-2059, gfdl_esm2m, Sep Anomaly, Afghanistan, AFG
1.4344286, 2040-2059, gfdl_esm2m, Oct Anomaly, Afghanistan, AFG
12.669395, 2040-2059, gfdl_esm2m, Nov Anomaly, Afghanistan, AFG
5.222602, 2040-2059, gfdl_esm2m, Dec Anomaly, Afghanistan, AFG
-1.1263188, 2040-2059, giss_e2_h, Jan Anomaly, Afghanistan, AFG
-2.8030338, 2040-2059, giss_e2_h, Feb Anomaly, Afghanistan, AFG
-1.528832, 2040-2059, giss_e2_h, Mar Anomaly, Afghanistan, AFG
-2.233253, 2040-2059, giss_e2_h, Apr Anomaly, Afghanistan, AFG
2.602172, 2040-2059, giss_e2_h, May Anomaly, Afghanistan, AFG
3.1351118, 2040-2059, giss_e2_h, Jun Anomaly, Afghanistan, AFG
6.9489007, 2040-2059, giss_e2_h, Jul Anomaly, Afghanistan, AFG
-6.326866, 2040-2059, giss_e2_h, Aug Anomaly, Afghanistan, AFG
-4.2741504, 2040-2059, giss_e2_h, Sep Anomaly, Afghanistan, AFG
0.4591854, 2040-2059, giss_e2_h, Oct Anomaly, Afghanistan, AFG
-5.2324214, 2040-2059, giss_e2_h, Nov Anomaly, Afghanistan, AFG
0.9195832, 2040-2059, giss_e2_h, Dec Anomaly, Afghanistan, AFG
-2.3738449, 2040-2059, giss_e2_r, Jan Anomaly, Afghanistan, AFG
0.2779269, 2040-2059, giss_e2_r, Feb Anomaly, Afghanistan, AFG
-11.916726, 2040-2059, giss_e2_r, Mar Anomaly, Afghanistan, AFG
-8.255659, 2040-2059, giss_e2_r, Apr Anomaly, Afghanistan, AFG
-8.411, 2040-2059, giss_e2_r, May Anomaly, Afghanistan, AFG
-0.9043809, 2040-2059, giss_e2_r, Jun Anomaly, Afghanistan, AFG
-6.4971, 2040-2059, giss_e2_r, Jul Anomaly, Afghanistan, AFG
-6.972542, 2040-2059, giss_e2_r, Aug Anomaly, Afghanistan, AFG
-0.61298823, 2040-2059, giss_e2_r, Sep Anomaly, Afghanistan, AFG
2.494458, 2040-2059, giss_e2_r, Oct Anomaly, Afghanistan, AFG
-2.6923394, 2040-2059, giss_e2_r, Nov Anomaly, Afghanistan, AFG
2.7758236, 2040-2059, giss_e2_r, Dec Anomaly, Afghanistan, AFG
3.6728575, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, Afghanistan, AFG
0.88732326, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, Afghanistan, AFG
3.8326545, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, Afghanistan, AFG
1.0386373, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, Afghanistan, AFG
0.26350626, 2040-2059, ipsl_cm5a_mr, May Anomaly, Afghanistan, AFG
-1.9337889, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, Afghanistan, AFG
-1.4177676, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, Afghanistan, AFG
-0.07363634, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, Afghanistan, AFG
3.298931, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, Afghanistan, AFG
1.1644189, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, Afghanistan, AFG
4.3779383, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, Afghanistan, AFG
6.378967, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, Afghanistan, AFG
-6.0047603, 2040-2059, miroc_esm, Jan Anomaly, Afghanistan, AFG
-5.5925016, 2040-2059, miroc_esm, Feb Anomaly, Afghanistan, AFG
-8.747046, 2040-2059, miroc_esm, Mar Anomaly, Afghanistan, AFG
-32.710194, 2040-2059, miroc_esm, Apr Anomaly, Afghanistan, AFG
-9.235108, 2040-2059, miroc_esm, May Anomaly, Afghanistan, AFG
-4.853444, 2040-2059, miroc_esm, Jun Anomaly, Afghanistan, AFG
10.476929, 2040-2059, miroc_esm, Jul Anomaly, Afghanistan, AFG
-3.0448503, 2040-2059, miroc_esm, Aug Anomaly, Afghanistan, AFG
-12.426186, 2040-2059, miroc_esm, Sep Anomaly, Afghanistan, AFG
14.073584, 2040-2059, miroc_esm, Oct Anomaly, Afghanistan, AFG
-4.44035, 2040-2059, miroc_esm, Nov Anomaly, Afghanistan, AFG
-20.702047, 2040-2059, miroc_esm, Dec Anomaly, Afghanistan, AFG
-4.632233, 2040-2059, miroc_esm_chem, Jan Anomaly, Afghanistan, AFG
-6.950013, 2040-2059, miroc_esm_chem, Feb Anomaly, Afghanistan, AFG
-3.2759087, 2040-2059, miroc_esm_chem, Mar Anomaly, Afghanistan, AFG
-7.2691636, 2040-2059, miroc_esm_chem, Apr Anomaly, Afghanistan, AFG
-2.753905, 2040-2059, miroc_esm_chem, May Anomaly, Afghanistan, AFG
8.3761425, 2040-2059, miroc_esm_chem, Jun Anomaly, Afghanistan, AFG
6.5528064, 2040-2059, miroc_esm_chem, Jul Anomaly, Afghanistan, AFG
2.076906, 2040-2059, miroc_esm_chem, Aug Anomaly, Afghanistan, AFG
0.9865624, 2040-2059, miroc_esm_chem, Sep Anomaly, Afghanistan, AFG
4.132226, 2040-2059, miroc_esm_chem, Oct Anomaly, Afghanistan, AFG
4.3328476, 2040-2059, miroc_esm_chem, Nov Anomaly, Afghanistan, AFG
7.144281, 2040-2059, miroc_esm_chem, Dec Anomaly, Afghanistan, AFG
-5.584574, 2040-2059, miroc5, Jan Anomaly, Afghanistan, AFG
3.31456, 2040-2059, miroc5, Feb Anomaly, Afghanistan, AFG
-19.342943, 2040-2059, miroc5, Mar Anomaly, Afghanistan, AFG
7.4899936, 2040-2059, miroc5, Apr Anomaly, Afghanistan, AFG
-4.5864725, 2040-2059, miroc5, May Anomaly, Afghanistan, AFG
-2.683793, 2040-2059, miroc5, Jun Anomaly, Afghanistan, AFG
-1.0141531, 2040-2059, miroc5, Jul Anomaly, Afghanistan, AFG
0.8229571, 2040-2059, miroc5, Aug Anomaly, Afghanistan, AFG
0.7098336, 2040-2059, miroc5, Sep Anomaly, Afghanistan, AFG
0.8864576, 2040-2059, miroc5, Oct Anomaly, Afghanistan, AFG
-5.115401, 2040-2059, miroc5, Nov Anomaly, Afghanistan, AFG
0.8566863, 2040-2059, miroc5, Dec Anomaly, Afghanistan, AFG
5.7624936, 2040-2059, mri_cgcm3, Jan Anomaly, Afghanistan, AFG
5.87229, 2040-2059, mri_cgcm3, Feb Anomaly, Afghanistan, AFG
9.552794, 2040-2059, mri_cgcm3, Mar Anomaly, Afghanistan, AFG
18.259762, 2040-2059, mri_cgcm3, Apr Anomaly, Afghanistan, AFG
2.8131058, 2040-2059, mri_cgcm3, May Anomaly, Afghanistan, AFG
0.8613639, 2040-2059, mri_cgcm3, Jun Anomaly, Afghanistan, AFG
-0.10554594, 2040-2059, mri_cgcm3, Jul Anomaly, Afghanistan, AFG
4.8582563, 2040-2059, mri_cgcm3, Aug Anomaly, Afghanistan, AFG
0.6284669, 2040-2059, mri_cgcm3, Sep Anomaly, Afghanistan, AFG
7.226738, 2040-2059, mri_cgcm3, Oct Anomaly, Afghanistan, AFG
-7.8095694, 2040-2059, mri_cgcm3, Nov Anomaly, Afghanistan, AFG
6.93446, 2040-2059, mri_cgcm3, Dec Anomaly, Afghanistan, AFG
3.1169322, 2040-2059, noresm1_m, Jan Anomaly, Afghanistan, AFG
9.603856, 2040-2059, noresm1_m, Feb Anomaly, Afghanistan, AFG
2.8941154, 2040-2059, noresm1_m, Mar Anomaly, Afghanistan, AFG
0.72364426, 2040-2059, noresm1_m, Apr Anomaly, Afghanistan, AFG
-5.463952, 2040-2059, noresm1_m, May Anomaly, Afghanistan, AFG
0.11342692, 2040-2059, noresm1_m, Jun Anomaly, Afghanistan, AFG
-1.1920877, 2040-2059, noresm1_m, Jul Anomaly, Afghanistan, AFG
-3.6154702, 2040-2059, noresm1_m, Aug Anomaly, Afghanistan, AFG
-0.36951652, 2040-2059, noresm1_m, Sep Anomaly, Afghanistan, AFG
-2.1293755, 2040-2059, noresm1_m, Oct Anomaly, Afghanistan, AFG
-3.155171, 2040-2059, noresm1_m, Nov Anomaly, Afghanistan, AFG
1.9121777, 2040-2059, noresm1_m, Dec Anomaly, Afghanistan, AFG
7.529246, 2040-2059, bcc_csm1_1, Jan Anomaly, Albania, ALB
-5.8199286, 2040-2059, bcc_csm1_1, Feb Anomaly, Albania, ALB
-1.5998522, 2040-2059, bcc_csm1_1, Mar Anomaly, Albania, ALB
-3.260025, 2040-2059, bcc_csm1_1, Apr Anomaly, Albania, ALB
-0.60010594, 2040-2059, bcc_csm1_1, May Anomaly, Albania, ALB
-2.67604, 2040-2059, bcc_csm1_1, Jun Anomaly, Albania, ALB
-3.8379576, 2040-2059, bcc_csm1_1, Jul Anomaly, Albania, ALB
-1.4751018, 2040-2059, bcc_csm1_1, Aug Anomaly, Albania, ALB
-3.268184, 2040-2059, bcc_csm1_1, Sep Anomaly, Albania, ALB
-1.3612543, 2040-2059, bcc_csm1_1, Oct Anomaly, Albania, ALB
25.953222, 2040-2059, bcc_csm1_1, Nov Anomaly, Albania, ALB
19.708277, 2040-2059, bcc_csm1_1, Dec Anomaly, Albania, ALB
12.934909, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Albania, ALB
-6.981031, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Albania, ALB
-1.7188377, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Albania, ALB
0.25050673, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Albania, ALB
-11.021952, 2040-2059, bcc_csm1_1_m, May Anomaly, Albania, ALB
-9.562332, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Albania, ALB
-2.376158, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Albania, ALB
-3.8184493, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Albania, ALB
-5.482554, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Albania, ALB
-19.39547, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Albania, ALB
6.492653, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Albania, ALB
-10.435338, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Albania, ALB
2.6556957, 2040-2059, ccsm4, Jan Anomaly, Albania, ALB
-11.931873, 2040-2059, ccsm4, Feb Anomaly, Albania, ALB
5.9047165, 2040-2059, ccsm4, Mar Anomaly, Albania, ALB
-1.810557, 2040-2059, ccsm4, Apr Anomaly, Albania, ALB
2.7839959, 2040-2059, ccsm4, May Anomaly, Albania, ALB
-2.8043041, 2040-2059, ccsm4, Jun Anomaly, Albania, ALB
-0.85104305, 2040-2059, ccsm4, Jul Anomaly, Albania, ALB
-2.3227024, 2040-2059, ccsm4, Aug Anomaly, Albania, ALB
3.6225178, 2040-2059, ccsm4, Sep Anomaly, Albania, ALB
13.147069, 2040-2059, ccsm4, Oct Anomaly, Albania, ALB
-46.025127, 2040-2059, ccsm4, Nov Anomaly, Albania, ALB
-21.076324, 2040-2059, ccsm4, Dec Anomaly, Albania, ALB
20.65539, 2040-2059, cesm1_cam5, Jan Anomaly, Albania, ALB
-16.321348, 2040-2059, cesm1_cam5, Feb Anomaly, Albania, ALB
1.4672686, 2040-2059, cesm1_cam5, Mar Anomaly, Albania, ALB
4.4914017, 2040-2059, cesm1_cam5, Apr Anomaly, Albania, ALB
6.894675, 2040-2059, cesm1_cam5, May Anomaly, Albania, ALB
18.95411, 2040-2059, cesm1_cam5, Jun Anomaly, Albania, ALB
2.8447533, 2040-2059, cesm1_cam5, Jul Anomaly, Albania, ALB
-0.25645098, 2040-2059, cesm1_cam5, Aug Anomaly, Albania, ALB
14.790574, 2040-2059, cesm1_cam5, Sep Anomaly, Albania, ALB
-20.013884, 2040-2059, cesm1_cam5, Oct Anomaly, Albania, ALB
-0.6441676, 2040-2059, cesm1_cam5, Nov Anomaly, Albania, ALB
7.246676, 2040-2059, cesm1_cam5, Dec Anomaly, Albania, ALB
-12.945912, 2040-2059, csiro_mk3_6_0, Jan Anomaly, Albania, ALB
-11.27579, 2040-2059, csiro_mk3_6_0, Feb Anomaly, Albania, ALB
-9.324025, 2040-2059, csiro_mk3_6_0, Mar Anomaly, Albania, ALB
-2.9557064, 2040-2059, csiro_mk3_6_0, Apr Anomaly, Albania, ALB
-3.2208567, 2040-2059, csiro_mk3_6_0, May Anomaly, Albania, ALB
-5.263591, 2040-2059, csiro_mk3_6_0, Jun Anomaly, Albania, ALB
-0.5194514, 2040-2059, csiro_mk3_6_0, Jul Anomaly, Albania, ALB
-0.9788057, 2040-2059, csiro_mk3_6_0, Aug Anomaly, Albania, ALB
-6.418835, 2040-2059, csiro_mk3_6_0, Sep Anomaly, Albania, ALB
-26.625652, 2040-2059, csiro_mk3_6_0, Oct Anomaly, Albania, ALB
-2.025294, 2040-2059, csiro_mk3_6_0, Nov Anomaly, Albania, ALB
3.3396275, 2040-2059, csiro_mk3_6_0, Dec Anomaly, Albania, ALB
-9.059952, 2040-2059, fio_esm, Jan Anomaly, Albania, ALB
-11.369798, 2040-2059, fio_esm, Feb Anomaly, Albania, ALB
-10.53283, 2040-2059, fio_esm, Mar Anomaly, Albania, ALB
-8.023986, 2040-2059, fio_esm, Apr Anomaly, Albania, ALB
-4.6645637, 2040-2059, fio_esm, May Anomaly, Albania, ALB
-6.4256444, 2040-2059, fio_esm, Jun Anomaly, Albania, ALB
-0.76790905, 2040-2059, fio_esm, Jul Anomaly, Albania, ALB
-0.3938335, 2040-2059, fio_esm, Aug Anomaly, Albania, ALB
-6.567556, 2040-2059, fio_esm, Sep Anomaly, Albania, ALB
3.7784526, 2040-2059, fio_esm, Oct Anomaly, Albania, ALB
2.8651173, 2040-2059, fio_esm, Nov Anomaly, Albania, ALB
9.642833, 2040-2059, fio_esm, Dec Anomaly, Albania, ALB
-10.835355, 2040-2059, gfdl_cm3, Jan Anomaly, Albania, ALB
17.805376, 2040-2059, gfdl_cm3, Feb Anomaly, Albania, ALB
-0.25317636, 2040-2059, gfdl_cm3, Mar Anomaly, Albania, ALB
8.6492815, 2040-2059, gfdl_cm3, Apr Anomaly, Albania, ALB
12.051235, 2040-2059, gfdl_cm3, May Anomaly, Albania, ALB
1.2463328, 2040-2059, gfdl_cm3, Jun Anomaly, Albania, ALB
3.9599483, 2040-2059, gfdl_cm3, Jul Anomaly, Albania, ALB
-7.566939, 2040-2059, gfdl_cm3, Aug Anomaly, Albania, ALB
-0.25148645, 2040-2059, gfdl_cm3, Sep Anomaly, Albania, ALB
-15.290146, 2040-2059, gfdl_cm3, Oct Anomaly, Albania, ALB
-33.295986, 2040-2059, gfdl_cm3, Nov Anomaly, Albania, ALB
-17.816032, 2040-2059, gfdl_cm3, Dec Anomaly, Albania, ALB
-13.147761, 2040-2059, gfdl_esm2m, Jan Anomaly, Albania, ALB
4.9951806, 2040-2059, gfdl_esm2m, Feb Anomaly, Albania, ALB
7.6823387, 2040-2059, gfdl_esm2m, Mar Anomaly, Albania, ALB
9.210071, 2040-2059, gfdl_esm2m, Apr Anomaly, Albania, ALB
20.575747, 2040-2059, gfdl_esm2m, May Anomaly, Albania, ALB
-6.074591, 2040-2059, gfdl_esm2m, Jun Anomaly, Albania, ALB
6.6604805, 2040-2059, gfdl_esm2m, Jul Anomaly, Albania, ALB
-5.793587, 2040-2059, gfdl_esm2m, Aug Anomaly, Albania, ALB
3.7117412, 2040-2059, gfdl_esm2m, Sep Anomaly, Albania, ALB
-0.21901448, 2040-2059, gfdl_esm2m, Oct Anomaly, Albania, ALB
0.97100574, 2040-2059, gfdl_esm2m, Nov Anomaly, Albania, ALB
14.0676775, 2040-2059, gfdl_esm2m, Dec Anomaly, Albania, ALB
-16.673426, 2040-2059, giss_e2_h, Jan Anomaly, Albania, ALB
-3.0044453, 2040-2059, giss_e2_h, Feb Anomaly, Albania, ALB
-4.537037, 2040-2059, giss_e2_h, Mar Anomaly, Albania, ALB
-8.048169, 2040-2059, giss_e2_h, Apr Anomaly, Albania, ALB
17.405113, 2040-2059, giss_e2_h, May Anomaly, Albania, ALB
8.484464, 2040-2059, giss_e2_h, Jun Anomaly, Albania, ALB
-12.347989, 2040-2059, giss_e2_h, Jul Anomaly, Albania, ALB
16.488905, 2040-2059, giss_e2_h, Aug Anomaly, Albania, ALB
1.2614454, 2040-2059, giss_e2_h, Sep Anomaly, Albania, ALB
-16.819036, 2040-2059, giss_e2_h, Oct Anomaly, Albania, ALB
24.54378, 2040-2059, giss_e2_h, Nov Anomaly, Albania, ALB
-35.67674, 2040-2059, giss_e2_h, Dec Anomaly, Albania, ALB
-7.0063767, 2040-2059, giss_e2_r, Jan Anomaly, Albania, ALB
13.727969, 2040-2059, giss_e2_r, Feb Anomaly, Albania, ALB
-8.194507, 2040-2059, giss_e2_r, Mar Anomaly, Albania, ALB
3.4340107, 2040-2059, giss_e2_r, Apr Anomaly, Albania, ALB
-10.330647, 2040-2059, giss_e2_r, May Anomaly, Albania, ALB
-6.7953086, 2040-2059, giss_e2_r, Jun Anomaly, Albania, ALB
9.887445, 2040-2059, giss_e2_r, Jul Anomaly, Albania, ALB
-11.421265, 2040-2059, giss_e2_r, Aug Anomaly, Albania, ALB
-7.643524, 2040-2059, giss_e2_r, Sep Anomaly, Albania, ALB
25.081964, 2040-2059, giss_e2_r, Oct Anomaly, Albania, ALB
1.5319633, 2040-2059, giss_e2_r, Nov Anomaly, Albania, ALB
4.0015755, 2040-2059, giss_e2_r, Dec Anomaly, Albania, ALB
-4.1673303, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, Albania, ALB
-16.890482, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, Albania, ALB
-1.3621038, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, Albania, ALB
-3.862009, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, Albania, ALB
-8.127509, 2040-2059, ipsl_cm5a_mr, May Anomaly, Albania, ALB
-7.246528, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, Albania, ALB
5.2403045, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, Albania, ALB
-5.9005737, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, Albania, ALB
-13.710947, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, Albania, ALB
-5.794371, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, Albania, ALB
9.902801, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, Albania, ALB
19.557972, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, Albania, ALB
-10.452697, 2040-2059, miroc_esm, Jan Anomaly, Albania, ALB
-6.1326623, 2040-2059, miroc_esm, Feb Anomaly, Albania, ALB
-5.1690545, 2040-2059, miroc_esm, Mar Anomaly, Albania, ALB
-14.254409, 2040-2059, miroc_esm, Apr Anomaly, Albania, ALB
12.462269, 2040-2059, miroc_esm, May Anomaly, Albania, ALB
-12.204399, 2040-2059, miroc_esm, Jun Anomaly, Albania, ALB
-6.927112, 2040-2059, miroc_esm, Jul Anomaly, Albania, ALB
-6.465893, 2040-2059, miroc_esm, Aug Anomaly, Albania, ALB
-7.56461, 2040-2059, miroc_esm, Sep Anomaly, Albania, ALB
16.312323, 2040-2059, miroc_esm, Oct Anomaly, Albania, ALB
2.721695, 2040-2059, miroc_esm, Nov Anomaly, Albania, ALB
-8.884473, 2040-2059, miroc_esm, Dec Anomaly, Albania, ALB
-8.985639, 2040-2059, miroc_esm_chem, Jan Anomaly, Albania, ALB
-20.859203, 2040-2059, miroc_esm_chem, Feb Anomaly, Albania, ALB
3.198096, 2040-2059, miroc_esm_chem, Mar Anomaly, Albania, ALB
-2.2553024, 2040-2059, miroc_esm_chem, Apr Anomaly, Albania, ALB
-15.796001, 2040-2059, miroc_esm_chem, May Anomaly, Albania, ALB
2.6342545, 2040-2059, miroc_esm_chem, Jun Anomaly, Albania, ALB
-22.14825, 2040-2059, miroc_esm_chem, Jul Anomaly, Albania, ALB
