Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
6.3038554, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Antigua and Barbuda, ATG
0.23340608, 2080-2099, ccsm4, Jan Anomaly, Antigua and Barbuda, ATG
-5.1247225, 2080-2099, ccsm4, Feb Anomaly, Antigua and Barbuda, ATG
0.8083916, 2080-2099, ccsm4, Mar Anomaly, Antigua and Barbuda, ATG
0.7870139, 2080-2099, ccsm4, Apr Anomaly, Antigua and Barbuda, ATG
-0.48972604, 2080-2099, ccsm4, May Anomaly, Antigua and Barbuda, ATG
-3.6222022, 2080-2099, ccsm4, Jun Anomaly, Antigua and Barbuda, ATG
-6.959355, 2080-2099, ccsm4, Jul Anomaly, Antigua and Barbuda, ATG
-2.8005664, 2080-2099, ccsm4, Aug Anomaly, Antigua and Barbuda, ATG
-0.9586914, 2080-2099, ccsm4, Sep Anomaly, Antigua and Barbuda, ATG
-29.159267, 2080-2099, ccsm4, Oct Anomaly, Antigua and Barbuda, ATG
-4.0397005, 2080-2099, ccsm4, Nov Anomaly, Antigua and Barbuda, ATG
-0.4488927, 2080-2099, ccsm4, Dec Anomaly, Antigua and Barbuda, ATG
6.163468, 2080-2099, cesm1_cam5, Jan Anomaly, Antigua and Barbuda, ATG
-0.17951337, 2080-2099, cesm1_cam5, Feb Anomaly, Antigua and Barbuda, ATG
-2.4495187, 2080-2099, cesm1_cam5, Mar Anomaly, Antigua and Barbuda, ATG
-2.552155, 2080-2099, cesm1_cam5, Apr Anomaly, Antigua and Barbuda, ATG
-3.4487624, 2080-2099, cesm1_cam5, May Anomaly, Antigua and Barbuda, ATG
-1.9522661, 2080-2099, cesm1_cam5, Jun Anomaly, Antigua and Barbuda, ATG
-1.8010902, 2080-2099, cesm1_cam5, Jul Anomaly, Antigua and Barbuda, ATG
-4.792052, 2080-2099, cesm1_cam5, Aug Anomaly, Antigua and Barbuda, ATG
6.31993, 2080-2099, cesm1_cam5, Sep Anomaly, Antigua and Barbuda, ATG
-6.315951, 2080-2099, cesm1_cam5, Oct Anomaly, Antigua and Barbuda, ATG
-25.692028, 2080-2099, cesm1_cam5, Nov Anomaly, Antigua and Barbuda, ATG
-5.1210504, 2080-2099, cesm1_cam5, Dec Anomaly, Antigua and Barbuda, ATG
-13.173238, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Antigua and Barbuda, ATG
-4.8236265, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Antigua and Barbuda, ATG
-3.65655, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Antigua and Barbuda, ATG
-7.001261, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Antigua and Barbuda, ATG
15.040911, 2080-2099, csiro_mk3_6_0, May Anomaly, Antigua and Barbuda, ATG
18.55423, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Antigua and Barbuda, ATG
1.9319313, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Antigua and Barbuda, ATG
-12.105058, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Antigua and Barbuda, ATG
45.070293, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Antigua and Barbuda, ATG
24.108099, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Antigua and Barbuda, ATG
19.33824, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Antigua and Barbuda, ATG
-15.127321, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Antigua and Barbuda, ATG
-4.5811963, 2080-2099, fio_esm, Jan Anomaly, Antigua and Barbuda, ATG
0.047544993, 2080-2099, fio_esm, Feb Anomaly, Antigua and Barbuda, ATG
0.2368813, 2080-2099, fio_esm, Mar Anomaly, Antigua and Barbuda, ATG
-3.0536635, 2080-2099, fio_esm, Apr Anomaly, Antigua and Barbuda, ATG
-6.5781527, 2080-2099, fio_esm, May Anomaly, Antigua and Barbuda, ATG
-23.0509, 2080-2099, fio_esm, Jun Anomaly, Antigua and Barbuda, ATG
-21.583376, 2080-2099, fio_esm, Jul Anomaly, Antigua and Barbuda, ATG
-40.051903, 2080-2099, fio_esm, Aug Anomaly, Antigua and Barbuda, ATG
-48.321377, 2080-2099, fio_esm, Sep Anomaly, Antigua and Barbuda, ATG
-46.15207, 2080-2099, fio_esm, Oct Anomaly, Antigua and Barbuda, ATG
-36.099514, 2080-2099, fio_esm, Nov Anomaly, Antigua and Barbuda, ATG
-14.734228, 2080-2099, fio_esm, Dec Anomaly, Antigua and Barbuda, ATG
2.4412427, 2080-2099, gfdl_cm3, Jan Anomaly, Antigua and Barbuda, ATG
-4.137992, 2080-2099, gfdl_cm3, Feb Anomaly, Antigua and Barbuda, ATG
-0.9382031, 2080-2099, gfdl_cm3, Mar Anomaly, Antigua and Barbuda, ATG
1.3689197, 2080-2099, gfdl_cm3, Apr Anomaly, Antigua and Barbuda, ATG
1.9470106, 2080-2099, gfdl_cm3, May Anomaly, Antigua and Barbuda, ATG
1.5686744, 2080-2099, gfdl_cm3, Jun Anomaly, Antigua and Barbuda, ATG
8.17834, 2080-2099, gfdl_cm3, Jul Anomaly, Antigua and Barbuda, ATG
-3.743316, 2080-2099, gfdl_cm3, Aug Anomaly, Antigua and Barbuda, ATG
-7.8425303, 2080-2099, gfdl_cm3, Sep Anomaly, Antigua and Barbuda, ATG
30.779757, 2080-2099, gfdl_cm3, Oct Anomaly, Antigua and Barbuda, ATG
20.19016, 2080-2099, gfdl_cm3, Nov Anomaly, Antigua and Barbuda, ATG
2.7821834, 2080-2099, gfdl_cm3, Dec Anomaly, Antigua and Barbuda, ATG
-4.9642057, 2080-2099, gfdl_esm2m, Jan Anomaly, Antigua and Barbuda, ATG
-7.523082, 2080-2099, gfdl_esm2m, Feb Anomaly, Antigua and Barbuda, ATG
-2.7861218, 2080-2099, gfdl_esm2m, Mar Anomaly, Antigua and Barbuda, ATG
-2.2819526, 2080-2099, gfdl_esm2m, Apr Anomaly, Antigua and Barbuda, ATG
0.625993, 2080-2099, gfdl_esm2m, May Anomaly, Antigua and Barbuda, ATG
-0.74488944, 2080-2099, gfdl_esm2m, Jun Anomaly, Antigua and Barbuda, ATG
4.7217216, 2080-2099, gfdl_esm2m, Jul Anomaly, Antigua and Barbuda, ATG
7.5834737, 2080-2099, gfdl_esm2m, Aug Anomaly, Antigua and Barbuda, ATG
19.64965, 2080-2099, gfdl_esm2m, Sep Anomaly, Antigua and Barbuda, ATG
-8.322753, 2080-2099, gfdl_esm2m, Oct Anomaly, Antigua and Barbuda, ATG
-3.8448822, 2080-2099, gfdl_esm2m, Nov Anomaly, Antigua and Barbuda, ATG
-1.437677, 2080-2099, gfdl_esm2m, Dec Anomaly, Antigua and Barbuda, ATG
-4.6880946, 2080-2099, giss_e2_h, Jan Anomaly, Antigua and Barbuda, ATG
-8.370137, 2080-2099, giss_e2_h, Feb Anomaly, Antigua and Barbuda, ATG
-1.4174536, 2080-2099, giss_e2_h, Mar Anomaly, Antigua and Barbuda, ATG
-0.2349433, 2080-2099, giss_e2_h, Apr Anomaly, Antigua and Barbuda, ATG
0.6111005, 2080-2099, giss_e2_h, May Anomaly, Antigua and Barbuda, ATG
-52.45302, 2080-2099, giss_e2_h, Jun Anomaly, Antigua and Barbuda, ATG
-21.01121, 2080-2099, giss_e2_h, Jul Anomaly, Antigua and Barbuda, ATG
-3.5259666, 2080-2099, giss_e2_h, Aug Anomaly, Antigua and Barbuda, ATG
-0.07984026, 2080-2099, giss_e2_h, Sep Anomaly, Antigua and Barbuda, ATG
20.950798, 2080-2099, giss_e2_h, Oct Anomaly, Antigua and Barbuda, ATG
29.136326, 2080-2099, giss_e2_h, Nov Anomaly, Antigua and Barbuda, ATG
11.381581, 2080-2099, giss_e2_h, Dec Anomaly, Antigua and Barbuda, ATG
-0.13353564, 2080-2099, giss_e2_r, Jan Anomaly, Antigua and Barbuda, ATG
-4.1972446, 2080-2099, giss_e2_r, Feb Anomaly, Antigua and Barbuda, ATG
-1.6088815, 2080-2099, giss_e2_r, Mar Anomaly, Antigua and Barbuda, ATG
1.3858066, 2080-2099, giss_e2_r, Apr Anomaly, Antigua and Barbuda, ATG
-3.0544243, 2080-2099, giss_e2_r, May Anomaly, Antigua and Barbuda, ATG
-6.5810566, 2080-2099, giss_e2_r, Jun Anomaly, Antigua and Barbuda, ATG
11.170761, 2080-2099, giss_e2_r, Jul Anomaly, Antigua and Barbuda, ATG
11.874048, 2080-2099, giss_e2_r, Aug Anomaly, Antigua and Barbuda, ATG
16.033514, 2080-2099, giss_e2_r, Sep Anomaly, Antigua and Barbuda, ATG
7.544721, 2080-2099, giss_e2_r, Oct Anomaly, Antigua and Barbuda, ATG
-14.654824, 2080-2099, giss_e2_r, Nov Anomaly, Antigua and Barbuda, ATG
2.9335153, 2080-2099, giss_e2_r, Dec Anomaly, Antigua and Barbuda, ATG
-0.6659605, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, Antigua and Barbuda, ATG
-2.3668137, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, Antigua and Barbuda, ATG
-0.48054796, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, Antigua and Barbuda, ATG
5.065436, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, Antigua and Barbuda, ATG
1.5091677, 2080-2099, ipsl_cm5a_mr, May Anomaly, Antigua and Barbuda, ATG
0.04312693, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, Antigua and Barbuda, ATG
0.40356058, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, Antigua and Barbuda, ATG
-0.048400782, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, Antigua and Barbuda, ATG
6.389262, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, Antigua and Barbuda, ATG
-10.396444, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, Antigua and Barbuda, ATG
-11.532919, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, Antigua and Barbuda, ATG
-6.1396804, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, Antigua and Barbuda, ATG
-0.64946383, 2080-2099, miroc_esm, Jan Anomaly, Antigua and Barbuda, ATG
-1.8821985, 2080-2099, miroc_esm, Feb Anomaly, Antigua and Barbuda, ATG
-0.36013475, 2080-2099, miroc_esm, Mar Anomaly, Antigua and Barbuda, ATG
-5.28368, 2080-2099, miroc_esm, Apr Anomaly, Antigua and Barbuda, ATG
-1.991296, 2080-2099, miroc_esm, May Anomaly, Antigua and Barbuda, ATG
7.009125, 2080-2099, miroc_esm, Jun Anomaly, Antigua and Barbuda, ATG
0.25237176, 2080-2099, miroc_esm, Jul Anomaly, Antigua and Barbuda, ATG
1.7110914, 2080-2099, miroc_esm, Aug Anomaly, Antigua and Barbuda, ATG
-1.505132, 2080-2099, miroc_esm, Sep Anomaly, Antigua and Barbuda, ATG
-4.958081, 2080-2099, miroc_esm, Oct Anomaly, Antigua and Barbuda, ATG
9.005052, 2080-2099, miroc_esm, Nov Anomaly, Antigua and Barbuda, ATG
0.032985736, 2080-2099, miroc_esm, Dec Anomaly, Antigua and Barbuda, ATG
-1.3759328, 2080-2099, miroc_esm_chem, Jan Anomaly, Antigua and Barbuda, ATG
-0.6445326, 2080-2099, miroc_esm_chem, Feb Anomaly, Antigua and Barbuda, ATG
-2.4091897, 2080-2099, miroc_esm_chem, Mar Anomaly, Antigua and Barbuda, ATG
1.3192552, 2080-2099, miroc_esm_chem, Apr Anomaly, Antigua and Barbuda, ATG
4.4441867, 2080-2099, miroc_esm_chem, May Anomaly, Antigua and Barbuda, ATG
3.7157745, 2080-2099, miroc_esm_chem, Jun Anomaly, Antigua and Barbuda, ATG
6.4581933, 2080-2099, miroc_esm_chem, Jul Anomaly, Antigua and Barbuda, ATG
-0.19813962, 2080-2099, miroc_esm_chem, Aug Anomaly, Antigua and Barbuda, ATG
-10.060796, 2080-2099, miroc_esm_chem, Sep Anomaly, Antigua and Barbuda, ATG
6.339313, 2080-2099, miroc_esm_chem, Oct Anomaly, Antigua and Barbuda, ATG
8.788839, 2080-2099, miroc_esm_chem, Nov Anomaly, Antigua and Barbuda, ATG
0.8019758, 2080-2099, miroc_esm_chem, Dec Anomaly, Antigua and Barbuda, ATG
0.60484713, 2080-2099, miroc5, Jan Anomaly, Antigua and Barbuda, ATG
-0.42111805, 2080-2099, miroc5, Feb Anomaly, Antigua and Barbuda, ATG
1.3778809, 2080-2099, miroc5, Mar Anomaly, Antigua and Barbuda, ATG
0.8491549, 2080-2099, miroc5, Apr Anomaly, Antigua and Barbuda, ATG
6.1188455, 2080-2099, miroc5, May Anomaly, Antigua and Barbuda, ATG
-1.8275641, 2080-2099, miroc5, Jun Anomaly, Antigua and Barbuda, ATG
-1.9375488, 2080-2099, miroc5, Jul Anomaly, Antigua and Barbuda, ATG
-8.831608, 2080-2099, miroc5, Aug Anomaly, Antigua and Barbuda, ATG
-26.699944, 2080-2099, miroc5, Sep Anomaly, Antigua and Barbuda, ATG
-32.946312, 2080-2099, miroc5, Oct Anomaly, Antigua and Barbuda, ATG
5.030799, 2080-2099, miroc5, Nov Anomaly, Antigua and Barbuda, ATG
-2.2682374, 2080-2099, miroc5, Dec Anomaly, Antigua and Barbuda, ATG
1.2374438, 2080-2099, mri_cgcm3, Jan Anomaly, Antigua and Barbuda, ATG
4.1256194, 2080-2099, mri_cgcm3, Feb Anomaly, Antigua and Barbuda, ATG
-0.7562769, 2080-2099, mri_cgcm3, Mar Anomaly, Antigua and Barbuda, ATG
3.2345467, 2080-2099, mri_cgcm3, Apr Anomaly, Antigua and Barbuda, ATG
-9.116111, 2080-2099, mri_cgcm3, May Anomaly, Antigua and Barbuda, ATG
-7.3223343, 2080-2099, mri_cgcm3, Jun Anomaly, Antigua and Barbuda, ATG
7.8490577, 2080-2099, mri_cgcm3, Jul Anomaly, Antigua and Barbuda, ATG
-5.65014, 2080-2099, mri_cgcm3, Aug Anomaly, Antigua and Barbuda, ATG
10.803845, 2080-2099, mri_cgcm3, Sep Anomaly, Antigua and Barbuda, ATG
18.307076, 2080-2099, mri_cgcm3, Oct Anomaly, Antigua and Barbuda, ATG
4.9410133, 2080-2099, mri_cgcm3, Nov Anomaly, Antigua and Barbuda, ATG
1.7218002, 2080-2099, mri_cgcm3, Dec Anomaly, Antigua and Barbuda, ATG
-1.0293188, 2080-2099, noresm1_m, Jan Anomaly, Antigua and Barbuda, ATG
-1.4284874, 2080-2099, noresm1_m, Feb Anomaly, Antigua and Barbuda, ATG
1.552033, 2080-2099, noresm1_m, Mar Anomaly, Antigua and Barbuda, ATG
-1.1902711, 2080-2099, noresm1_m, Apr Anomaly, Antigua and Barbuda, ATG
0.44443113, 2080-2099, noresm1_m, May Anomaly, Antigua and Barbuda, ATG
1.4539621, 2080-2099, noresm1_m, Jun Anomaly, Antigua and Barbuda, ATG
0.12167804, 2080-2099, noresm1_m, Jul Anomaly, Antigua and Barbuda, ATG
0.6934938, 2080-2099, noresm1_m, Aug Anomaly, Antigua and Barbuda, ATG
10.843611, 2080-2099, noresm1_m, Sep Anomaly, Antigua and Barbuda, ATG
10.930971, 2080-2099, noresm1_m, Oct Anomaly, Antigua and Barbuda, ATG
3.3323917, 2080-2099, noresm1_m, Nov Anomaly, Antigua and Barbuda, ATG
2.348127, 2080-2099, noresm1_m, Dec Anomaly, Antigua and Barbuda, ATG
-4.7666426, 2080-2099, bcc_csm1_1, Jan Anomaly, Argentina, ARG
2.8318799, 2080-2099, bcc_csm1_1, Feb Anomaly, Argentina, ARG
13.948891, 2080-2099, bcc_csm1_1, Mar Anomaly, Argentina, ARG
3.6428905, 2080-2099, bcc_csm1_1, Apr Anomaly, Argentina, ARG
-0.56705844, 2080-2099, bcc_csm1_1, May Anomaly, Argentina, ARG
-1.4575847, 2080-2099, bcc_csm1_1, Jun Anomaly, Argentina, ARG
6.120157, 2080-2099, bcc_csm1_1, Jul Anomaly, Argentina, ARG
1.4001794, 2080-2099, bcc_csm1_1, Aug Anomaly, Argentina, ARG
2.9735887, 2080-2099, bcc_csm1_1, Sep Anomaly, Argentina, ARG
-2.2702801, 2080-2099, bcc_csm1_1, Oct Anomaly, Argentina, ARG
4.9551315, 2080-2099, bcc_csm1_1, Nov Anomaly, Argentina, ARG
-4.0578823, 2080-2099, bcc_csm1_1, Dec Anomaly, Argentina, ARG
-1.2625123, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Argentina, ARG
-4.5669947, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Argentina, ARG
-7.0492415, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Argentina, ARG
-2.0152597, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Argentina, ARG
-0.58679944, 2080-2099, bcc_csm1_1_m, May Anomaly, Argentina, ARG
1.0453804, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Argentina, ARG
5.4065037, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Argentina, ARG
9.604702, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Argentina, ARG
-5.026505, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Argentina, ARG
9.536593, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Argentina, ARG
-8.132623, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Argentina, ARG
4.438267, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Argentina, ARG
14.98667, 2080-2099, ccsm4, Jan Anomaly, Argentina, ARG
3.1019604, 2080-2099, ccsm4, Feb Anomaly, Argentina, ARG
1.5812731, 2080-2099, ccsm4, Mar Anomaly, Argentina, ARG
-0.38453546, 2080-2099, ccsm4, Apr Anomaly, Argentina, ARG
-1.0055928, 2080-2099, ccsm4, May Anomaly, Argentina, ARG
-1.9171331, 2080-2099, ccsm4, Jun Anomaly, Argentina, ARG
-8.963888, 2080-2099, ccsm4, Jul Anomaly, Argentina, ARG
-2.2676651, 2080-2099, ccsm4, Aug Anomaly, Argentina, ARG
0.7884833, 2080-2099, ccsm4, Sep Anomaly, Argentina, ARG
-1.1851233, 2080-2099, ccsm4, Oct Anomaly, Argentina, ARG
2.0829587, 2080-2099, ccsm4, Nov Anomaly, Argentina, ARG
2.156666, 2080-2099, ccsm4, Dec Anomaly, Argentina, ARG
1.2466217, 2080-2099, cesm1_cam5, Jan Anomaly, Argentina, ARG
12.850255, 2080-2099, cesm1_cam5, Feb Anomaly, Argentina, ARG
-0.26616135, 2080-2099, cesm1_cam5, Mar Anomaly, Argentina, ARG
19.501583, 2080-2099, cesm1_cam5, Apr Anomaly, Argentina, ARG
0.2471375, 2080-2099, cesm1_cam5, May Anomaly, Argentina, ARG
0.47742754, 2080-2099, cesm1_cam5, Jun Anomaly, Argentina, ARG
1.2126368, 2080-2099, cesm1_cam5, Jul Anomaly, Argentina, ARG
-1.2409214, 2080-2099, cesm1_cam5, Aug Anomaly, Argentina, ARG
-1.1793638, 2080-2099, cesm1_cam5, Sep Anomaly, Argentina, ARG
2.103393, 2080-2099, cesm1_cam5, Oct Anomaly, Argentina, ARG
6.614274, 2080-2099, cesm1_cam5, Nov Anomaly, Argentina, ARG
-0.37089816, 2080-2099, cesm1_cam5, Dec Anomaly, Argentina, ARG
13.14361, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Argentina, ARG
-1.5577714, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Argentina, ARG
-4.373582, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Argentina, ARG
12.125064, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Argentina, ARG
1.9626385, 2080-2099, csiro_mk3_6_0, May Anomaly, Argentina, ARG
0.8239259, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Argentina, ARG
2.5251148, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Argentina, ARG
2.3311222, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Argentina, ARG
-0.73772216, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Argentina, ARG
-1.2047856, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Argentina, ARG
-3.8957915, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Argentina, ARG
4.579618, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Argentina, ARG
-2.7151997, 2080-2099, fio_esm, Jan Anomaly, Argentina, ARG
8.879267, 2080-2099, fio_esm, Feb Anomaly, Argentina, ARG
0.92791706, 2080-2099, fio_esm, Mar Anomaly, Argentina, ARG
-2.1266353, 2080-2099, fio_esm, Apr Anomaly, Argentina, ARG
4.692662, 2080-2099, fio_esm, May Anomaly, Argentina, ARG
-1.1540756, 2080-2099, fio_esm, Jun Anomaly, Argentina, ARG
-1.0553163, 2080-2099, fio_esm, Jul Anomaly, Argentina, ARG
4.516543, 2080-2099, fio_esm, Aug Anomaly, Argentina, ARG
1.6798769, 2080-2099, fio_esm, Sep Anomaly, Argentina, ARG
-0.6577728, 2080-2099, fio_esm, Oct Anomaly, Argentina, ARG
8.781553, 2080-2099, fio_esm, Nov Anomaly, Argentina, ARG
12.105372, 2080-2099, fio_esm, Dec Anomaly, Argentina, ARG
-4.4501886, 2080-2099, gfdl_cm3, Jan Anomaly, Argentina, ARG
-9.458091, 2080-2099, gfdl_cm3, Feb Anomaly, Argentina, ARG
2.9698355, 2080-2099, gfdl_cm3, Mar Anomaly, Argentina, ARG
-1.6927663, 2080-2099, gfdl_cm3, Apr Anomaly, Argentina, ARG
-3.7328432, 2080-2099, gfdl_cm3, May Anomaly, Argentina, ARG
-7.0205, 2080-2099, gfdl_cm3, Jun Anomaly, Argentina, ARG
-11.05476, 2080-2099, gfdl_cm3, Jul Anomaly, Argentina, ARG
-7.8352532, 2080-2099, gfdl_cm3, Aug Anomaly, Argentina, ARG
-12.437662, 2080-2099, gfdl_cm3, Sep Anomaly, Argentina, ARG
-11.8890085, 2080-2099, gfdl_cm3, Oct Anomaly, Argentina, ARG
5.205038, 2080-2099, gfdl_cm3, Nov Anomaly, Argentina, ARG
-0.24437521, 2080-2099, gfdl_cm3, Dec Anomaly, Argentina, ARG
0.1707246, 2080-2099, gfdl_esm2m, Jan Anomaly, Argentina, ARG
2.9268813, 2080-2099, gfdl_esm2m, Feb Anomaly, Argentina, ARG
0.1655906, 2080-2099, gfdl_esm2m, Mar Anomaly, Argentina, ARG
-4.660213, 2080-2099, gfdl_esm2m, Apr Anomaly, Argentina, ARG
-2.0012834, 2080-2099, gfdl_esm2m, May Anomaly, Argentina, ARG
-2.3805947, 2080-2099, gfdl_esm2m, Jun Anomaly, Argentina, ARG
-2.8471165, 2080-2099, gfdl_esm2m, Jul Anomaly, Argentina, ARG
-2.3093302, 2080-2099, gfdl_esm2m, Aug Anomaly, Argentina, ARG
-4.4548616, 2080-2099, gfdl_esm2m, Sep Anomaly, Argentina, ARG
-7.569945, 2080-2099, gfdl_esm2m, Oct Anomaly, Argentina, ARG
-3.705158, 2080-2099, gfdl_esm2m, Nov Anomaly, Argentina, ARG
-5.2818775, 2080-2099, gfdl_esm2m, Dec Anomaly, Argentina, ARG
6.414989, 2080-2099, giss_e2_h, Jan Anomaly, Argentina, ARG
5.0546384, 2080-2099, giss_e2_h, Feb Anomaly, Argentina, ARG
7.441481, 2080-2099, giss_e2_h, Mar Anomaly, Argentina, ARG
0.14806768, 2080-2099, giss_e2_h, Apr Anomaly, Argentina, ARG
2.5112386, 2080-2099, giss_e2_h, May Anomaly, Argentina, ARG
3.9083693, 2080-2099, giss_e2_h, Jun Anomaly, Argentina, ARG
-1.190943, 2080-2099, giss_e2_h, Jul Anomaly, Argentina, ARG
4.5345893, 2080-2099, giss_e2_h, Aug Anomaly, Argentina, ARG
0.20645185, 2080-2099, giss_e2_h, Sep Anomaly, Argentina, ARG
0.021332802, 2080-2099, giss_e2_h, Oct Anomaly, Argentina, ARG
1.7912836, 2080-2099, giss_e2_h, Nov Anomaly, Argentina, ARG
0.9554378, 2080-2099, giss_e2_h, Dec Anomaly, Argentina, ARG
5.483854, 2080-2099, giss_e2_r, Jan Anomaly, Argentina, ARG
-12.075615, 2080-2099, giss_e2_r, Feb Anomaly, Argentina, ARG
-6.4333367, 2080-2099, giss_e2_r, Mar Anomaly, Argentina, ARG
-5.2167225, 2080-2099, giss_e2_r, Apr Anomaly, Argentina, ARG
4.059079, 2080-2099, giss_e2_r, May Anomaly, Argentina, ARG
0.8772441, 2080-2099, giss_e2_r, Jun Anomaly, Argentina, ARG
2.2473316, 2080-2099, giss_e2_r, Jul Anomaly, Argentina, ARG
-0.28829357, 2080-2099, giss_e2_r, Aug Anomaly, Argentina, ARG
1.9387532, 2080-2099, giss_e2_r, Sep Anomaly, Argentina, ARG
13.635515, 2080-2099, giss_e2_r, Oct Anomaly, Argentina, ARG
2.387687, 2080-2099, giss_e2_r, Nov Anomaly, Argentina, ARG
2.2044663, 2080-2099, giss_e2_r, Dec Anomaly, Argentina, ARG
-2.2547185, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, Argentina, ARG
1.9117781, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, Argentina, ARG
6.3887925, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, Argentina, ARG
0.46029562, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, Argentina, ARG
-1.7893708, 2080-2099, ipsl_cm5a_mr, May Anomaly, Argentina, ARG
-0.23493713, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, Argentina, ARG
-0.5902915, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, Argentina, ARG
