Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.3613, 2060-2079, gfdl_cm3, Annual Anomaly, FRA
-0.5619, 2060-2079, gfdl_esm2g, Annual Anomaly, FRA
-0.0268, 2060-2079, gfdl_esm2m, Annual Anomaly, FRA
-0.0499, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FRA
-0.2635, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FRA
-0.6829, 2060-2079, miroc5, Annual Anomaly, FRA
0.18464, 2060-2079, miroc_esm_chem, Annual Anomaly, FRA
-0.6201, 2060-2079, miroc_esm, Annual Anomaly, FRA
-0.5425, 2060-2079, mpi_esm_mr, Annual Anomaly, FRA
0.11936, 2060-2079, mri_cgcm3, Annual Anomaly, FRA
-0.1802, 2060-2079, noresm1_m, Annual Anomaly, FRA
0.02772, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GAB
-0.4048, 2060-2079, bcc_csm1_1, Annual Anomaly, GAB
0.00978, 2060-2079, bnu_esm, Annual Anomaly, GAB
-0.8865, 2060-2079, canesm2, Annual Anomaly, GAB
0.45513, 2060-2079, ccsm4, Annual Anomaly, GAB
0.48417, 2060-2079, cesm1_cam5, Annual Anomaly, GAB
0.18977, 2060-2079, cnrm_cm5, Annual Anomaly, GAB
0.36728, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GAB
-0.4908, 2060-2079, gfdl_cm3, Annual Anomaly, GAB
-0.1458, 2060-2079, gfdl_esm2g, Annual Anomaly, GAB
0.02339, 2060-2079, gfdl_esm2m, Annual Anomaly, GAB
0.42064, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GAB
0.62423, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GAB
1.80465, 2060-2079, miroc5, Annual Anomaly, GAB
-0.5918, 2060-2079, miroc_esm_chem, Annual Anomaly, GAB
-0.7504, 2060-2079, miroc_esm, Annual Anomaly, GAB
0.17902, 2060-2079, mpi_esm_mr, Annual Anomaly, GAB
0.31847, 2060-2079, mri_cgcm3, Annual Anomaly, GAB
0.4709, 2060-2079, noresm1_m, Annual Anomaly, GAB
-0.1548, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GMB
-0.1439, 2060-2079, bcc_csm1_1, Annual Anomaly, GMB
-0.6062, 2060-2079, bnu_esm, Annual Anomaly, GMB
-1.319, 2060-2079, canesm2, Annual Anomaly, GMB
0.28788, 2060-2079, ccsm4, Annual Anomaly, GMB
-0.2251, 2060-2079, cesm1_cam5, Annual Anomaly, GMB
-0.3965, 2060-2079, cnrm_cm5, Annual Anomaly, GMB
-0.6807, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GMB
0.70123, 2060-2079, gfdl_cm3, Annual Anomaly, GMB
0.7288, 2060-2079, gfdl_esm2g, Annual Anomaly, GMB
0.30051, 2060-2079, gfdl_esm2m, Annual Anomaly, GMB
-1.1593, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GMB
-1.4573, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GMB
-0.9563, 2060-2079, miroc5, Annual Anomaly, GMB
1.50995, 2060-2079, miroc_esm_chem, Annual Anomaly, GMB
1.33718, 2060-2079, miroc_esm, Annual Anomaly, GMB
-1.3011, 2060-2079, mpi_esm_mr, Annual Anomaly, GMB
-1.0394, 2060-2079, mri_cgcm3, Annual Anomaly, GMB
0.0226, 2060-2079, noresm1_m, Annual Anomaly, GMB
0.09847, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GEO
-0.6067, 2060-2079, bcc_csm1_1, Annual Anomaly, GEO
-0.6997, 2060-2079, bnu_esm, Annual Anomaly, GEO
-0.7235, 2060-2079, canesm2, Annual Anomaly, GEO
-0.2208, 2060-2079, ccsm4, Annual Anomaly, GEO
0.26529, 2060-2079, cesm1_cam5, Annual Anomaly, GEO
0.36813, 2060-2079, cnrm_cm5, Annual Anomaly, GEO
-0.433, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GEO
-0.6486, 2060-2079, gfdl_cm3, Annual Anomaly, GEO
-0.2443, 2060-2079, gfdl_esm2g, Annual Anomaly, GEO
0.02346, 2060-2079, gfdl_esm2m, Annual Anomaly, GEO
0.10023, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GEO
-0.6499, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GEO
-0.9238, 2060-2079, miroc5, Annual Anomaly, GEO
-1.6035, 2060-2079, miroc_esm_chem, Annual Anomaly, GEO
0.06621, 2060-2079, miroc_esm, Annual Anomaly, GEO
-0.3174, 2060-2079, mpi_esm_mr, Annual Anomaly, GEO
-0.1552, 2060-2079, mri_cgcm3, Annual Anomaly, GEO
-0.2184, 2060-2079, noresm1_m, Annual Anomaly, GEO
0.04878, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DEU
-0.2673, 2060-2079, bcc_csm1_1, Annual Anomaly, DEU
-0.0684, 2060-2079, bnu_esm, Annual Anomaly, DEU
-0.0494, 2060-2079, canesm2, Annual Anomaly, DEU
-0.3009, 2060-2079, ccsm4, Annual Anomaly, DEU
0.40768, 2060-2079, cesm1_cam5, Annual Anomaly, DEU
0.29625, 2060-2079, cnrm_cm5, Annual Anomaly, DEU
-0.3332, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DEU
-0.5824, 2060-2079, gfdl_cm3, Annual Anomaly, DEU
-0.2035, 2060-2079, gfdl_esm2g, Annual Anomaly, DEU
0.59947, 2060-2079, gfdl_esm2m, Annual Anomaly, DEU
0.00613, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DEU
-0.4323, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DEU
-0.932, 2060-2079, miroc5, Annual Anomaly, DEU
1.00117, 2060-2079, miroc_esm_chem, Annual Anomaly, DEU
0.75105, 2060-2079, miroc_esm, Annual Anomaly, DEU
0.04079, 2060-2079, mpi_esm_mr, Annual Anomaly, DEU
0.11666, 2060-2079, mri_cgcm3, Annual Anomaly, DEU
0.1717, 2060-2079, noresm1_m, Annual Anomaly, DEU
-0.4117, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GTM
-0.0564, 2060-2079, bcc_csm1_1, Annual Anomaly, GTM
-0.5476, 2060-2079, bnu_esm, Annual Anomaly, GTM
-0.3939, 2060-2079, canesm2, Annual Anomaly, GTM
-0.0165, 2060-2079, ccsm4, Annual Anomaly, GTM
-0.7536, 2060-2079, cesm1_cam5, Annual Anomaly, GTM
0.25528, 2060-2079, cnrm_cm5, Annual Anomaly, GTM
0.14148, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GTM
0.59318, 2060-2079, gfdl_cm3, Annual Anomaly, GTM
0.32245, 2060-2079, gfdl_esm2g, Annual Anomaly, GTM
0.02022, 2060-2079, gfdl_esm2m, Annual Anomaly, GTM
-0.5, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GTM
-2.0697, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GTM
-0.3723, 2060-2079, miroc5, Annual Anomaly, GTM
-0.4876, 2060-2079, miroc_esm_chem, Annual Anomaly, GTM
-0.3719, 2060-2079, miroc_esm, Annual Anomaly, GTM
-0.3132, 2060-2079, mpi_esm_mr, Annual Anomaly, GTM
-0.075, 2060-2079, mri_cgcm3, Annual Anomaly, GTM
-0.2829, 2060-2079, noresm1_m, Annual Anomaly, GTM
0.09236, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GIN
-0.2165, 2060-2079, bcc_csm1_1, Annual Anomaly, GIN
-0.2875, 2060-2079, bnu_esm, Annual Anomaly, GIN
-0.8633, 2060-2079, canesm2, Annual Anomaly, GIN
0.1578, 2060-2079, ccsm4, Annual Anomaly, GIN
-0.1983, 2060-2079, cesm1_cam5, Annual Anomaly, GIN
-0.0597, 2060-2079, cnrm_cm5, Annual Anomaly, GIN
-0.795, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GIN
0.54716, 2060-2079, gfdl_cm3, Annual Anomaly, GIN
0.64369, 2060-2079, gfdl_esm2g, Annual Anomaly, GIN
0.24757, 2060-2079, gfdl_esm2m, Annual Anomaly, GIN
-0.69, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GIN
-1.1334, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GIN
-0.6609, 2060-2079, miroc5, Annual Anomaly, GIN
0.48325, 2060-2079, miroc_esm_chem, Annual Anomaly, GIN
0.73072, 2060-2079, miroc_esm, Annual Anomaly, GIN
-0.9268, 2060-2079, mpi_esm_mr, Annual Anomaly, GIN
-0.5779, 2060-2079, mri_cgcm3, Annual Anomaly, GIN
-0.3998, 2060-2079, noresm1_m, Annual Anomaly, GIN
-0.0659, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GNB
-0.0983, 2060-2079, bcc_csm1_1, Annual Anomaly, GNB
-0.6366, 2060-2079, bnu_esm, Annual Anomaly, GNB
-1.1931, 2060-2079, canesm2, Annual Anomaly, GNB
0.27184, 2060-2079, ccsm4, Annual Anomaly, GNB
-0.2914, 2060-2079, cesm1_cam5, Annual Anomaly, GNB
-0.2216, 2060-2079, cnrm_cm5, Annual Anomaly, GNB
-0.5924, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GNB
0.94994, 2060-2079, gfdl_cm3, Annual Anomaly, GNB
0.59979, 2060-2079, gfdl_esm2g, Annual Anomaly, GNB
0.25273, 2060-2079, gfdl_esm2m, Annual Anomaly, GNB
-0.9795, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GNB
-1.19, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GNB
-1.1067, 2060-2079, miroc5, Annual Anomaly, GNB
1.69063, 2060-2079, miroc_esm_chem, Annual Anomaly, GNB
1.30569, 2060-2079, miroc_esm, Annual Anomaly, GNB
-0.9717, 2060-2079, mpi_esm_mr, Annual Anomaly, GNB
-1.0109, 2060-2079, mri_cgcm3, Annual Anomaly, GNB
0.27323, 2060-2079, noresm1_m, Annual Anomaly, GNB
0.23489, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GUY
-0.3417, 2060-2079, bcc_csm1_1, Annual Anomaly, GUY
-0.0589, 2060-2079, bnu_esm, Annual Anomaly, GUY
-1.8588, 2060-2079, canesm2, Annual Anomaly, GUY
-0.341, 2060-2079, ccsm4, Annual Anomaly, GUY
-1.0097, 2060-2079, cesm1_cam5, Annual Anomaly, GUY
-0.5267, 2060-2079, cnrm_cm5, Annual Anomaly, GUY
-0.3691, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GUY
-0.4998, 2060-2079, gfdl_cm3, Annual Anomaly, GUY
-0.4936, 2060-2079, gfdl_esm2g, Annual Anomaly, GUY
-0.2518, 2060-2079, gfdl_esm2m, Annual Anomaly, GUY
0.39868, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GUY
0.68376, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GUY
-0.5971, 2060-2079, miroc5, Annual Anomaly, GUY
-1.5041, 2060-2079, miroc_esm_chem, Annual Anomaly, GUY
-0.3793, 2060-2079, miroc_esm, Annual Anomaly, GUY
-0.5813, 2060-2079, mpi_esm_mr, Annual Anomaly, GUY
0.24398, 2060-2079, mri_cgcm3, Annual Anomaly, GUY
-0.5685, 2060-2079, noresm1_m, Annual Anomaly, GUY
-0.1395, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HND
-0.0765, 2060-2079, bcc_csm1_1, Annual Anomaly, HND
-0.5126, 2060-2079, bnu_esm, Annual Anomaly, HND
-0.2738, 2060-2079, canesm2, Annual Anomaly, HND
-0.1514, 2060-2079, ccsm4, Annual Anomaly, HND
-0.8533, 2060-2079, cesm1_cam5, Annual Anomaly, HND
0.37704, 2060-2079, cnrm_cm5, Annual Anomaly, HND
0.12778, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HND
0.32084, 2060-2079, gfdl_cm3, Annual Anomaly, HND
0.24816, 2060-2079, gfdl_esm2g, Annual Anomaly, HND
-0.1016, 2060-2079, gfdl_esm2m, Annual Anomaly, HND
-0.813, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HND
-1.2535, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HND
-0.3952, 2060-2079, miroc5, Annual Anomaly, HND
-0.7851, 2060-2079, miroc_esm_chem, Annual Anomaly, HND
-0.8096, 2060-2079, miroc_esm, Annual Anomaly, HND
-0.0823, 2060-2079, mpi_esm_mr, Annual Anomaly, HND
0.30673, 2060-2079, mri_cgcm3, Annual Anomaly, HND
-0.387, 2060-2079, noresm1_m, Annual Anomaly, HND
-0.17, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HUN
-0.1889, 2060-2079, bcc_csm1_1, Annual Anomaly, HUN
-0.18, 2060-2079, bnu_esm, Annual Anomaly, HUN
0.42666, 2060-2079, canesm2, Annual Anomaly, HUN
-0.7153, 2060-2079, ccsm4, Annual Anomaly, HUN
0.48919, 2060-2079, cesm1_cam5, Annual Anomaly, HUN
0.06955, 2060-2079, cnrm_cm5, Annual Anomaly, HUN
-0.6631, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HUN
-0.7793, 2060-2079, gfdl_cm3, Annual Anomaly, HUN
0.01865, 2060-2079, gfdl_esm2g, Annual Anomaly, HUN
-0.2391, 2060-2079, gfdl_esm2m, Annual Anomaly, HUN
0.26396, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HUN
-0.1188, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HUN
-1.4858, 2060-2079, miroc5, Annual Anomaly, HUN
-0.5325, 2060-2079, miroc_esm_chem, Annual Anomaly, HUN
0.11039, 2060-2079, miroc_esm, Annual Anomaly, HUN
-0.2325, 2060-2079, mpi_esm_mr, Annual Anomaly, HUN
0.0226, 2060-2079, mri_cgcm3, Annual Anomaly, HUN
-0.0046, 2060-2079, noresm1_m, Annual Anomaly, HUN
0.00168, 2060-2079, bcc_csm1_1_m, Annual Anomaly, IDN
0.00505, 2060-2079, bcc_csm1_1, Annual Anomaly, IDN
0.06021, 2060-2079, bnu_esm, Annual Anomaly, IDN
0.12708, 2060-2079, canesm2, Annual Anomaly, IDN
0.19456, 2060-2079, ccsm4, Annual Anomaly, IDN
0.16037, 2060-2079, cesm1_cam5, Annual Anomaly, IDN
2.2E-4, 2060-2079, cnrm_cm5, Annual Anomaly, IDN
-0.6117, 2060-2079, csiro_mk3_6_0, Annual Anomaly, IDN
0.28497, 2060-2079, gfdl_cm3, Annual Anomaly, IDN
0.12194, 2060-2079, gfdl_esm2g, Annual Anomaly, IDN
-0.3126, 2060-2079, gfdl_esm2m, Annual Anomaly, IDN
0.5522, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, IDN
0.37964, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, IDN
0.71089, 2060-2079, miroc5, Annual Anomaly, IDN
0.24941, 2060-2079, miroc_esm_chem, Annual Anomaly, IDN
0.31425, 2060-2079, miroc_esm, Annual Anomaly, IDN
0.10425, 2060-2079, mpi_esm_mr, Annual Anomaly, IDN
0.35005, 2060-2079, mri_cgcm3, Annual Anomaly, IDN
0.27057, 2060-2079, noresm1_m, Annual Anomaly, IDN
-0.7325, 2060-2079, bcc_csm1_1_m, Annual Anomaly, IRN
-0.5089, 2060-2079, bcc_csm1_1, Annual Anomaly, IRN
-0.1865, 2060-2079, bnu_esm, Annual Anomaly, IRN
-0.6699, 2060-2079, canesm2, Annual Anomaly, IRN
-0.1361, 2060-2079, ccsm4, Annual Anomaly, IRN
-0.2135, 2060-2079, cesm1_cam5, Annual Anomaly, IRN
-0.0749, 2060-2079, cnrm_cm5, Annual Anomaly, IRN
-1.1415, 2060-2079, csiro_mk3_6_0, Annual Anomaly, IRN
-1.337, 2060-2079, gfdl_cm3, Annual Anomaly, IRN
-1.1144, 2060-2079, gfdl_esm2g, Annual Anomaly, IRN
-0.4289, 2060-2079, gfdl_esm2m, Annual Anomaly, IRN
-1.8543, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, IRN
-1.1513, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, IRN
-0.9389, 2060-2079, miroc5, Annual Anomaly, IRN
-0.9175, 2060-2079, miroc_esm_chem, Annual Anomaly, IRN
-0.7186, 2060-2079, miroc_esm, Annual Anomaly, IRN
-0.7514, 2060-2079, mpi_esm_mr, Annual Anomaly, IRN
-0.2719, 2060-2079, mri_cgcm3, Annual Anomaly, IRN
-0.5078, 2060-2079, noresm1_m, Annual Anomaly, IRN
-0.0413, 2060-2079, bcc_csm1_1_m, Annual Anomaly, IRL
-0.2215, 2060-2079, bcc_csm1_1, Annual Anomaly, IRL
0.49542, 2060-2079, bnu_esm, Annual Anomaly, IRL
-0.3086, 2060-2079, canesm2, Annual Anomaly, IRL
0.22746, 2060-2079, ccsm4, Annual Anomaly, IRL
0.07116, 2060-2079, cesm1_cam5, Annual Anomaly, IRL
-0.3183, 2060-2079, cnrm_cm5, Annual Anomaly, IRL
0.15931, 2060-2079, csiro_mk3_6_0, Annual Anomaly, IRL
0.70911, 2060-2079, gfdl_cm3, Annual Anomaly, IRL
-0.5117, 2060-2079, gfdl_esm2g, Annual Anomaly, IRL
0.52175, 2060-2079, gfdl_esm2m, Annual Anomaly, IRL
-0.0258, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, IRL
-0.4604, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, IRL
-0.4833, 2060-2079, miroc5, Annual Anomaly, IRL
0.93784, 2060-2079, miroc_esm_chem, Annual Anomaly, IRL
-0.0033, 2060-2079, miroc_esm, Annual Anomaly, IRL
-0.5881, 2060-2079, mpi_esm_mr, Annual Anomaly, IRL
-0.3614, 2060-2079, mri_cgcm3, Annual Anomaly, IRL
0.37967, 2060-2079, noresm1_m, Annual Anomaly, IRL
-0.4118, 2060-2079, bcc_csm1_1_m, Annual Anomaly, JAM
-0.6772, 2060-2079, bcc_csm1_1, Annual Anomaly, JAM
-0.6258, 2060-2079, bnu_esm, Annual Anomaly, JAM
-0.2156, 2060-2079, canesm2, Annual Anomaly, JAM
-0.2014, 2060-2079, ccsm4, Annual Anomaly, JAM
-0.8274, 2060-2079, cesm1_cam5, Annual Anomaly, JAM
-0.153, 2060-2079, cnrm_cm5, Annual Anomaly, JAM
0.61894, 2060-2079, csiro_mk3_6_0, Annual Anomaly, JAM
0.00947, 2060-2079, gfdl_cm3, Annual Anomaly, JAM
-0.0087, 2060-2079, gfdl_esm2g, Annual Anomaly, JAM
-0.1766, 2060-2079, gfdl_esm2m, Annual Anomaly, JAM
-0.1919, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, JAM
-1.071, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, JAM
-0.8651, 2060-2079, miroc5, Annual Anomaly, JAM
0.02881, 2060-2079, miroc_esm_chem, Annual Anomaly, JAM
0.76301, 2060-2079, miroc_esm, Annual Anomaly, JAM
-0.0881, 2060-2079, mpi_esm_mr, Annual Anomaly, JAM
0.21841, 2060-2079, mri_cgcm3, Annual Anomaly, JAM
-0.275, 2060-2079, noresm1_m, Annual Anomaly, JAM
0.18976, 2060-2079, bcc_csm1_1_m, Annual Anomaly, JPN
0.38979, 2060-2079, bcc_csm1_1, Annual Anomaly, JPN
0.29048, 2060-2079, bnu_esm, Annual Anomaly, JPN
0.35772, 2060-2079, canesm2, Annual Anomaly, JPN
-0.0544, 2060-2079, ccsm4, Annual Anomaly, JPN
0.67138, 2060-2079, cesm1_cam5, Annual Anomaly, JPN
0.25856, 2060-2079, cnrm_cm5, Annual Anomaly, JPN
0.21036, 2060-2079, csiro_mk3_6_0, Annual Anomaly, JPN
0.70847, 2060-2079, gfdl_cm3, Annual Anomaly, JPN
0.00977, 2060-2079, gfdl_esm2g, Annual Anomaly, JPN
0.14832, 2060-2079, gfdl_esm2m, Annual Anomaly, JPN
-0.2406, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, JPN
-0.2842, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, JPN
0.18845, 2060-2079, miroc5, Annual Anomaly, JPN
0.54402, 2060-2079, miroc_esm_chem, Annual Anomaly, JPN
0.56557, 2060-2079, miroc_esm, Annual Anomaly, JPN
0.09243, 2060-2079, mpi_esm_mr, Annual Anomaly, JPN
0.19559, 2060-2079, mri_cgcm3, Annual Anomaly, JPN
0.01916, 2060-2079, noresm1_m, Annual Anomaly, JPN
-1.2564, 2060-2079, bcc_csm1_1_m, Annual Anomaly, JOR
-0.9048, 2060-2079, bcc_csm1_1, Annual Anomaly, JOR
-0.5459, 2060-2079, bnu_esm, Annual Anomaly, JOR
-1.9394, 2060-2079, canesm2, Annual Anomaly, JOR
-0.4069, 2060-2079, ccsm4, Annual Anomaly, JOR
-0.7646, 2060-2079, cesm1_cam5, Annual Anomaly, JOR
-0.8312, 2060-2079, cnrm_cm5, Annual Anomaly, JOR
-1.122, 2060-2079, csiro_mk3_6_0, Annual Anomaly, JOR
-0.9007, 2060-2079, gfdl_cm3, Annual Anomaly, JOR
-1.495, 2060-2079, gfdl_esm2g, Annual Anomaly, JOR
-0.7866, 2060-2079, gfdl_esm2m, Annual Anomaly, JOR
-2.12, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, JOR
-2.0209, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, JOR
-1.4736, 2060-2079, miroc5, Annual Anomaly, JOR
-1.234, 2060-2079, miroc_esm_chem, Annual Anomaly, JOR
-1.0924, 2060-2079, miroc_esm, Annual Anomaly, JOR
-0.6586, 2060-2079, mpi_esm_mr, Annual Anomaly, JOR
-0.5137, 2060-2079, mri_cgcm3, Annual Anomaly, JOR
-1.1394, 2060-2079, noresm1_m, Annual Anomaly, JOR
-0.0968, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KEN
-0.311, 2060-2079, bcc_csm1_1, Annual Anomaly, KEN
0.72807, 2060-2079, bnu_esm, Annual Anomaly, KEN
0.71566, 2060-2079, canesm2, Annual Anomaly, KEN
0.2042, 2060-2079, ccsm4, Annual Anomaly, KEN
0.28887, 2060-2079, cesm1_cam5, Annual Anomaly, KEN
0.33301, 2060-2079, cnrm_cm5, Annual Anomaly, KEN
-0.5311, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KEN
0.0337, 2060-2079, gfdl_cm3, Annual Anomaly, KEN
0.08578, 2060-2079, gfdl_esm2g, Annual Anomaly, KEN
0.21273, 2060-2079, gfdl_esm2m, Annual Anomaly, KEN
0.13678, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KEN
0.18177, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KEN
-0.8198, 2060-2079, miroc5, Annual Anomaly, KEN
0.60885, 2060-2079, miroc_esm_chem, Annual Anomaly, KEN
0.9801, 2060-2079, miroc_esm, Annual Anomaly, KEN
-0.1787, 2060-2079, mpi_esm_mr, Annual Anomaly, KEN
-0.1189, 2060-2079, mri_cgcm3, Annual Anomaly, KEN
-0.0227, 2060-2079, noresm1_m, Annual Anomaly, KEN
0.3717, 2060-2079, bcc_csm1_1_m, Annual Anomaly, PRK
0.03671, 2060-2079, bcc_csm1_1, Annual Anomaly, PRK
-0.0642, 2060-2079, bnu_esm, Annual Anomaly, PRK
0.38953, 2060-2079, canesm2, Annual Anomaly, PRK
0.02947, 2060-2079, ccsm4, Annual Anomaly, PRK
0.22415, 2060-2079, cesm1_cam5, Annual Anomaly, PRK
0.40157, 2060-2079, cnrm_cm5, Annual Anomaly, PRK
0.04187, 2060-2079, csiro_mk3_6_0, Annual Anomaly, PRK
1.3594, 2060-2079, gfdl_cm3, Annual Anomaly, PRK
0.44757, 2060-2079, gfdl_esm2g, Annual Anomaly, PRK
-0.3809, 2060-2079, gfdl_esm2m, Annual Anomaly, PRK
0.1641, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, PRK
0.3714, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, PRK
0.70609, 2060-2079, miroc5, Annual Anomaly, PRK
0.2141, 2060-2079, miroc_esm_chem, Annual Anomaly, PRK
-0.3084, 2060-2079, miroc_esm, Annual Anomaly, PRK
-0.0082, 2060-2079, mpi_esm_mr, Annual Anomaly, PRK
0.23152, 2060-2079, mri_cgcm3, Annual Anomaly, PRK
-0.0072, 2060-2079, noresm1_m, Annual Anomaly, PRK
0.10237, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KOR
0.05248, 2060-2079, bcc_csm1_1, Annual Anomaly, KOR
-0.0848, 2060-2079, bnu_esm, Annual Anomaly, KOR
0.13792, 2060-2079, canesm2, Annual Anomaly, KOR
0.13392, 2060-2079, ccsm4, Annual Anomaly, KOR
0.38467, 2060-2079, cesm1_cam5, Annual Anomaly, KOR
0.27785, 2060-2079, cnrm_cm5, Annual Anomaly, KOR
0.56567, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KOR
0.59575, 2060-2079, gfdl_cm3, Annual Anomaly, KOR
0.17719, 2060-2079, gfdl_esm2g, Annual Anomaly, KOR
-0.0417, 2060-2079, gfdl_esm2m, Annual Anomaly, KOR
-0.3763, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KOR
-0.2762, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KOR
0.20543, 2060-2079, miroc5, Annual Anomaly, KOR
0.27455, 2060-2079, miroc_esm_chem, Annual Anomaly, KOR
-0.5472, 2060-2079, miroc_esm, Annual Anomaly, KOR
-0.4069, 2060-2079, mpi_esm_mr, Annual Anomaly, KOR
-0.0081, 2060-2079, mri_cgcm3, Annual Anomaly, KOR
0.28644, 2060-2079, noresm1_m, Annual Anomaly, KOR
-0.7395, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KWT
-0.4377, 2060-2079, bcc_csm1_1, Annual Anomaly, KWT
0.51015, 2060-2079, bnu_esm, Annual Anomaly, KWT
-1.2894, 2060-2079, canesm2, Annual Anomaly, KWT
-0.2838, 2060-2079, ccsm4, Annual Anomaly, KWT
-0.4153, 2060-2079, cesm1_cam5, Annual Anomaly, KWT
-0.4003, 2060-2079, cnrm_cm5, Annual Anomaly, KWT
-1.1128, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KWT
-1.8157, 2060-2079, gfdl_cm3, Annual Anomaly, KWT
-0.9229, 2060-2079, gfdl_esm2g, Annual Anomaly, KWT
-0.4886, 2060-2079, gfdl_esm2m, Annual Anomaly, KWT
-3.2809, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KWT
-2.153, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KWT
-1.5211, 2060-2079, miroc5, Annual Anomaly, KWT
-0.8014, 2060-2079, miroc_esm_chem, Annual Anomaly, KWT
-0.8518, 2060-2079, miroc_esm, Annual Anomaly, KWT
-1.1951, 2060-2079, mpi_esm_mr, Annual Anomaly, KWT
-0.3816, 2060-2079, mri_cgcm3, Annual Anomaly, KWT
-0.5777, 2060-2079, noresm1_m, Annual Anomaly, KWT
-0.0803, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KGZ
-0.6854, 2060-2079, bcc_csm1_1, Annual Anomaly, KGZ
-0.4278, 2060-2079, bnu_esm, Annual Anomaly, KGZ
-0.4712, 2060-2079, canesm2, Annual Anomaly, KGZ
0.20573, 2060-2079, ccsm4, Annual Anomaly, KGZ
0.05023, 2060-2079, cesm1_cam5, Annual Anomaly, KGZ
-0.3456, 2060-2079, cnrm_cm5, Annual Anomaly, KGZ
-0.7644, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KGZ
-1.0126, 2060-2079, gfdl_cm3, Annual Anomaly, KGZ
-0.0381, 2060-2079, gfdl_esm2g, Annual Anomaly, KGZ
9.1E-4, 2060-2079, gfdl_esm2m, Annual Anomaly, KGZ
-0.9155, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KGZ
